simulation,tracer sample,redshift,mass cut,bin index,bin_center_radius,abundance_radius,error_radius,bin_center_core density,abundance_core density,error_core density,bin_center_compensation,abundance_compensation,error_compensation,bin_center_ellipticity,abundance_ellipticity,error_ellipticity
midres,CDM subsample,0.00,N/A,47,47.5,4.891429654389038e-09,3.458763078315459e-09,0.95,0.004412406758878247,0.0006240085481112328,1.4249999999999998,0.6548894111527058,0.0076021555681109005,0.475,0.004500654894055812,0.0006302177413229546
midres,CDM subsample,0.00,N/A,48,48.5,4.994407120797228e-09,3.5315791431221004e-09,0.97,0.0034240276448895012,0.0005554506305449928,1.455,0.6061429991360967,0.007390339330216362,0.485,0.0037844516075094484,0.0005839535608081317
midres,CDM subsample,0.00,N/A,49,49.5,2.548692293602709e-09,2.548692293602709e-09,0.99,0.0034946261530315525,0.0005669032208655081,1.4849999999999999,0.5676928221753624,0.0072254560651219945,0.495,0.0037705176914287803,0.000588855932137975
midres,CDM subsample,0.00,N/A,50,50.5,,0.0,1.01,0.0051601935885407435,0.0006958003615355746,1.5150000000000001,0.5271841413456443,0.007032873751374068,0.505,0.0027208293466851187,0.0005052453256547402
midres,CDM subsample,0.00,N/A,51,51.5,,0.0,1.03,0.0025833480413558606,0.0004971655623624329,1.545,0.49064476874343893,0.006851618360690448,0.515,0.0035401436122284016,0.0005819960247658787
midres,CDM subsample,0.00,N/A,52,52.5,,0.0,1.05,0.0027310475518109423,0.0005161194743416816,1.575,0.45667016562781876,0.006674011263911685,0.525,0.0023408979015522363,0.00047783378322957233
midres,CDM subsample,0.00,N/A,53,53.5,,0.0,1.07,0.0016897195567156817,0.00040981718882415334,1.605,0.42869179106557265,0.006527628626109948,0.535,0.0021866958969261763,0.0004662051316765349
midres,CDM subsample,0.00,N/A,54,54.5,,0.0,1.09,0.0026325812115075547,0.0005162916526382597,1.6349999999999998,0.3855718943623372,0.006248228440568218,0.545,0.0016200499763123414,0.00040501249407808536
midres,CDM subsample,0.00,N/A,55,55.5,,0.0,1.11,0.0017528866429480435,0.00042513745756524315,1.665,0.36274442411124813,0.006115793709388287,0.555,0.0027839964329174813,0.0005357803633226219
midres,CDM subsample,0.00,N/A,56,56.5,,0.0,1.1300000000000001,0.0015745325171154924,0.0004065425477900231,1.6949999999999998,0.3290772960771378,0.005877317434101468,0.5650000000000001,0.0019944078550129573,0.0004575485416950105
midres,CDM subsample,0.00,N/A,57,57.5,,0.0,1.15,0.0009614402095661076,0.0003204800698553692,1.725,0.30926326741042787,0.005747831867855118,0.575,0.0017092270392286358,0.00042730675980715894
midres,CDM subsample,0.00,N/A,58,58.5,,0.0,1.17,0.0004347381817168438,0.0002173690908584219,1.755,0.2934482726588696,0.005647414640427635,0.585,0.0014128990905797425,0.00039186770139551546
midres,CDM subsample,0.00,N/A,59,59.5,,0.0,1.19,0.001437051211786234,0.0003985662945817636,1.785,0.2655228469777353,0.005417705510682884,0.595,0.0012159664099729672,0.0003666276672323454
midres,CDM subsample,0.00,N/A,60,60.5,,0.0,,,,1.815,0.25278817660774144,0.005330427362000922,0.605,0.0014612033329927253,0.0004052648877680117
midres,CDM subsample,0.00,N/A,61,61.5,,0.0,,,,1.8449999999999998,0.22748790071620306,0.005098268138021456,0.615,0.0006855486711688691,0.0002798740730344638
midres,CDM subsample,0.00,N/A,62,62.5,,0.0,,,,1.875,0.2104021328180879,0.004942777274199205,0.625,0.001161159673389006,0.0003671909295046466
midres,CDM subsample,0.00,N/A,63,63.5,,0.0,,,,1.9049999999999998,0.20362281818097352,0.004901240891186896,0.635,0.0004718952912652921,0.00023594764563264606
midres,CDM subsample,0.00,N/A,64,64.5,,0.0,,,,1.935,0.1914910219134052,0.004790270403021914,0.645,0.0009586534263499634,0.0003389351692898888
midres,CDM subsample,0.00,N/A,65,65.5,,0.0,,,,1.9649999999999999,0.173285896090143,0.004592067062263848,0.655,0.0008518267363981749,0.00032196024351790613
midres,CDM subsample,0.00,N/A,66,66.5,,0.0,,,,1.9949999999999999,0.1632061011973889,0.00449039950476333,0.665,0.00012354738924859026,0.00012354738924859026
midres,CDM subsample,0.00,N/A,67,67.5,,0.0,,,,2.025,0.15337061429991233,0.004385599094771347,0.675,0.000376215734178038,0.00021720825540106289
midres,CDM subsample,0.00,N/A,68,68.5,3.5269782244805165e-09,3.5269782244805165e-09,,,,2.0549999999999997,0.14189835672683113,0.0042495205365817,0.685,0.00012726310020343506,0.00012726310020343506
midres,CDM subsample,0.00,N/A,69,69.5,,0.0,,,,2.085,0.13648085015466535,0.004197920652430935,0.6950000000000001,0.00038736286704257677,0.0002236440555610969
midres,CDM subsample,0.00,N/A,70,70.5,,0.0,,,,2.115,0.11630918430855341,0.00390308066628448,,,
midres,CDM subsample,0.00,N/A,71,71.5,,0.0,,,,2.145,0.11304400330698182,0.0038750985255157915,,,
midres,CDM subsample,0.00,N/A,72,72.5,,0.0,,,,2.175,0.11408626022981745,0.0039200502932142285,,,
midres,CDM subsample,0.00,N/A,73,73.5,,0.0,,,,2.205,0.0990004737531474,0.0036767852906558103,,,
midres,CDM subsample,0.00,N/A,74,74.5,,0.0,,,,2.235,0.09744080407984981,0.0036724384818567443,,,
midres,CDM subsample,0.00,N/A,75,75.5,,0.0,,,,2.2649999999999997,0.08864943196068834,0.0035262850667183198,,,
midres,CDM subsample,0.00,N/A,76,76.5,,0.0,,,,2.295,0.08428068480552829,0.003460992905348823,,,
midres,CDM subsample,0.00,N/A,77,77.5,,0.0,,,,2.325,0.08653426349964292,0.0035298062334402063,,,
midres,CDM subsample,0.00,N/A,78,78.5,,0.0,,,,2.355,0.07058736100918651,0.0032085164095084777,,,
midres,CDM subsample,0.00,N/A,79,79.5,,0.0,,,,2.385,0.073258957185721,0.0032894242828769974,,,
midres,CDM subsample,0.00,N/A,80,80.5,,0.0,,,,2.415,0.06999284725641239,0.0032354205089578703,,,
midres,CDM subsample,0.00,N/A,81,81.5,,0.0,,,,2.445,0.06389722343498845,0.0031104681695668006,,,
midres,CDM subsample,0.00,N/A,82,82.5,,0.0,,,,2.4749999999999996,0.05916340767851706,0.003011338163346483,,,
midres,CDM subsample,0.00,N/A,83,83.5,,0.0,,,,2.505,0.05367530259821044,0.0028856021446175754,,,
midres,CDM subsample,0.00,N/A,84,84.5,,0.0,,,,2.535,0.04992243453381794,0.0027995111151048143,,,
midres,CDM subsample,0.00,N/A,85,85.5,,0.0,,,,2.565,0.04844822621248253,0.002774137362972898,,,
midres,CDM subsample,0.00,N/A,86,86.5,,0.0,,,,2.5949999999999998,0.0511040306174586,0.0028657717332138035,,,
midres,CDM subsample,0.00,N/A,87,87.5,,0.0,,,,2.625,0.04421696036265368,0.0026810470296907427,,,
midres,CDM subsample,0.00,N/A,88,88.5,,0.0,,,,2.655,0.04077621201846675,0.002589292052465985,,,
midres,CDM subsample,0.00,N/A,89,89.5,,0.0,,,,2.6849999999999996,0.04422996535099563,0.002711913174075238,,,
midres,CDM subsample,0.00,N/A,90,90.5,,0.0,,,,2.715,0.036653630714066444,0.0024824971193042546,,,
midres,CDM subsample,0.00,N/A,91,91.5,,0.0,,,,2.745,0.03892857474617075,0.002572472628147591,,,
midres,CDM subsample,0.00,N/A,92,92.5,,0.0,,,,2.775,0.032651810015698605,0.0023688112689493547,,,
midres,CDM subsample,0.00,N/A,93,93.5,,0.0,,,,2.8049999999999997,0.03126770768501939,0.002330557329476531,,,
midres,CDM subsample,0.00,N/A,94,94.5,,0.0,,,,2.835,0.030022015587407205,0.002295840912752823,,,
midres,CDM subsample,0.00,N/A,95,95.5,,0.0,,,,2.865,0.02927515768548384,0.002279067934831126,,,
midres,CDM subsample,0.00,N/A,96,96.5,,0.0,,,,2.8949999999999996,0.030119552999972325,0.0023237739636282526,,,
midres,CDM subsample,0.00,N/A,97,97.5,,0.0,,,,2.925,0.024997445448718333,0.0021279238690507037,,,
midres,CDM subsample,0.00,N/A,98,98.5,,0.0,,,,2.955,0.027998810972494636,0.002263569706496041,,,
midres,CDM subsample,0.00,N/A,99,99.5,,0.0,,,,2.985,0.022367651020426937,0.0020334228200388125,,,
midres,CDM subsample,0.29,N/A,0,0.5,,0.0,0.01,2.498863017327116e-06,1.442719235721811e-06,0.015,2.498863017327116e-06,1.442719235721811e-06,0.005,1.6659086782180775e-06,1.1779753232055208e-06
midres,CDM subsample,0.29,N/A,1,1.5,,0.0,0.03,2.498863017327116e-06,2.498863017327116e-06,0.045,,0.0,0.015,0.0001549295070742812,1.9676067074510625e-05
midres,CDM subsample,0.29,N/A,2,2.5,,0.0,0.05,,0.0,0.075,,0.0,0.025,0.0014868234953096344,7.869104402368251e-05
midres,CDM subsample,0.29,N/A,3,3.5,7.208422648573318e-10,3.604211324286659e-10,0.07,,0.0,0.105,,0.0,0.035,0.007288350467204087,0.0002061456815609661
midres,CDM subsample,0.29,N/A,4,4.5,3.4986594212182644e-08,2.8471686581584077e-09,0.09,0.00035983627449510464,5.193789248598519e-05,0.135,,0.0,0.045,0.023644241869949168,0.00042101207197022266
midres,CDM subsample,0.29,N/A,5,5.5,3.0074569064511964e-07,9.228628308339948e-09,0.11,0.006065573497392023,0.00023574520865165472,0.16499999999999998,,0.0,0.055,0.05984027267593249,0.0007404636132638433
midres,CDM subsample,0.29,N/A,6,6.5,1.0579132567779408e-06,1.881645522683659e-08,0.13,0.03378462799426258,0.0006048418655145111,0.195,,0.0,0.065,0.1268872662938362,0.0011721718677236515
midres,CDM subsample,0.29,N/A,7,7.5,2.561049589571692e-06,3.144819538223706e-08,0.15000000000000002,0.11237386988920049,0.0011849196335196163,0.22499999999999998,,0.0,0.07500000000000001,0.2273590516315078,0.0016854363318982738
midres,CDM subsample,0.29,N/A,8,8.5,5.024708240287838e-06,4.6894400807634697e-08,0.16999999999999998,0.2632102393410999,0.0019305739784506223,0.255,,0.0,0.08499999999999999,0.36509304932922204,0.0022737192600438914
midres,CDM subsample,0.29,N/A,9,9.5,8.398095573620539e-06,6.4092662395317e-08,0.19,0.47790172138343673,0.002750151984415813,0.28500000000000003,,0.0,0.095,0.5238924622630032,0.0028794429137771155
midres,CDM subsample,0.29,N/A,10,10.5,1.2568605730052438e-05,8.243170910160954e-08,0.21000000000000002,0.7238381536400942,0.0035582870525901968,0.31499999999999995,,0.0,0.10500000000000001,0.6947139051731466,0.0034859667521105996
midres,CDM subsample,0.29,N/A,11,11.5,1.7109319878221782e-05,1.0065176538393527e-07,0.22999999999999998,0.9464601939450887,0.0042581964354445325,0.345,1.9157949799507872e-05,1.9157949799507872e-05,0.11499999999999999,0.8542146656604581,0.004045367929215646
midres,CDM subsample,0.29,N/A,12,12.5,2.1724383757137837e-05,1.1824556013306842e-07,0.25,1.113264298077707,0.004814816527291055,0.375,0.0003331817356436152,8.32954339109038e-05,0.125,0.9795959505091842,0.0045165216083571085
midres,CDM subsample,0.29,N/A,13,13.5,2.5751986934561773e-05,1.3379144963005455e-07,0.27,1.2139976310778586,0.005225181724189952,0.405,0.0004947748774307694,0.00010548635830299941,0.135,1.0533757140501063,0.0048672553391735235
midres,CDM subsample,0.29,N/A,14,14.5,2.9496144635697157e-05,1.4839618345700062e-07,0.29000000000000004,1.2415534265242671,0.005476363949000603,0.43499999999999994,0.0014976519017180529,0.0001902019817202695,0.14500000000000002,1.0965469044917917,0.00514663303159043
midres,CDM subsample,0.29,N/A,15,15.5,3.250800382883731e-05,1.6107090677767032e-07,0.31,1.2204313703931366,0.005613686112721866,0.46499999999999997,0.0035375570781960835,0.0003022338979366955,0.155,1.077612186455162,0.005275002762475367
midres,CDM subsample,0.29,N/A,16,16.5,3.4275663528467095e-05,1.706439953950168e-07,0.33,1.1444417789905583,0.005608728519641428,0.495,0.008466147902704262,0.00048240354769236624,0.165,1.044579716229115,0.005358439869671475
midres,CDM subsample,0.29,N/A,17,17.5,3.539695941581928e-05,1.7859039865836234e-07,0.35,1.0403682990905823,0.0055072929025942255,0.525,0.021252829962367104,0.0007871418504580409,0.175,0.9771345704371195,0.005337302390896232
midres,CDM subsample,0.29,N/A,18,18.5,3.603369483498772e-05,1.852662733601412e-07,0.37,0.9407286351376782,0.005384478428482738,0.5549999999999999,0.041482791996308464,0.0011306949406857131,0.185,0.9051015121453064,0.005281534301639688
midres,CDM subsample,0.29,N/A,19,19.5,3.546737025847588e-05,1.887069535323108e-07,0.39,0.819732021930021,0.005160346348682054,0.585,0.07487843031420698,0.0015596288738029328,0.195,0.8130075815503938,0.005139137040248769
midres,CDM subsample,0.29,N/A,20,20.5,3.428220259758402e-05,1.9022491228940725e-07,0.41000000000000003,0.7044694663927926,0.004904939026213271,0.615,0.13435053717225318,0.002142013627143766,0.20500000000000002,0.7120851679152665,0.004931380298419363
midres,CDM subsample,0.29,N/A,21,21.5,3.21508264866005e-05,1.8865633977177699e-07,0.43,0.6068122337669689,0.004661996994319894,0.645,0.21060417510032994,0.002746491843029013,0.215,0.6238611431798526,0.00472703473513437
midres,CDM subsample,0.29,N/A,22,22.5,3.0047923645078846e-05,1.8657549219475728e-07,0.45,0.517939337601391,0.0044061198167168894,0.6749999999999999,0.3239650958813737,0.003484704572132616,0.225,0.5386674063301194,0.004493421959349888
midres,CDM subsample,0.29,N/A,23,23.5,2.751022419601521e-05,1.8244715662162713e-07,0.47,0.43279058028597067,0.004116218557536975,0.705,0.46861178163935363,0.004283178048258498,0.235,0.45295224006410495,0.004211004759818745
midres,CDM subsample,0.29,N/A,24,24.5,2.4661815986431463e-05,1.763809478359823e-07,0.49,0.3654145697041176,0.0038619048303947926,0.735,0.6214455755964364,0.0050362837139050366,0.245,0.3878218743804899,0.00397854970312862
midres,CDM subsample,0.29,N/A,25,25.5,2.1545717852919626e-05,1.6819252009112074e-07,0.51,0.3014003628349099,0.003578224383916024,0.765,0.7955355313332427,0.005813336684702801,0.255,0.31635355913059526,0.003665912104550689
midres,CDM subsample,0.29,N/A,26,26.5,1.86070241496625e-05,1.5933731737213784e-07,0.53,0.2571538283414378,0.0033693414858368942,0.7949999999999999,0.960762019947593,0.006512630601256705,0.265,0.25454918012304384,0.0033522344394906634
midres,CDM subsample,0.29,N/A,27,27.5,1.557675773440189e-05,1.485118072316633e-07,0.55,0.2172428211830282,0.0031547478948337647,0.825,1.1359664685901236,0.0072139760846705245,0.275,0.20863007331664077,0.003091579348177125
midres,CDM subsample,0.29,N/A,28,28.5,1.2779838258022238e-05,1.369434333952368e-07,0.5700000000000001,0.17362849903294084,0.002871167509004179,0.855,1.291080058573348,0.007829330239859076,0.28500000000000003,0.17263145268902733,0.00286291192709264
midres,CDM subsample,0.29,N/A,29,29.5,1.0647612582940852e-05,1.2717250671641425e-07,0.59,0.14664660912618077,0.0026845569157403757,0.885,1.4088689646211012,0.008320930688433554,0.295,0.13947154044909554,0.002618058834930654
midres,CDM subsample,0.29,N/A,30,30.5,8.18024674343401e-06,1.1334157019623658e-07,0.61,0.1210807415959071,0.002480350474184225,0.9149999999999999,1.4924992461763216,0.00870828382153405,0.305,0.11030897608254901,0.0023674506872390587
midres,CDM subsample,0.29,N/A,31,31.5,6.3854009926724596e-06,1.0176664755977573e-07,0.63,0.10521462734455814,0.002349735254069398,0.945,1.5372880339445538,0.00898169897709084,0.315,0.09272530998395723,0.0022058705323910487
midres,CDM subsample,0.29,N/A,32,32.5,4.770817296858444e-06,8.934992174765107e-08,0.65,0.08435328592157228,0.0021370676894336155,0.975,1.5738547294314407,0.00923101799318298,0.325,0.07531156657054368,0.002019287312494728
midres,CDM subsample,0.29,N/A,33,33.5,3.546337988165256e-06,7.821113151310566e-08,0.67,0.0714899720627114,0.001997425373567708,1.005,1.5739513521347772,0.009372245395665994,0.335,0.053910470735815154,0.0017345409637792182
midres,CDM subsample,0.29,N/A,34,34.5,2.4726949233934646e-06,6.627518055499786e-08,0.6900000000000001,0.059657855675667525,0.0018516929044909616,1.0350000000000001,1.548402976645625,0.00943359313771568,0.34500000000000003,0.04580665797062333,0.0016225550719939485
midres,CDM subsample,0.29,N/A,35,35.5,1.8004322783141964e-06,5.736654244131076e-08,0.71,0.04654298960639597,0.0016590784024543795,1.065,1.4980100720838672,0.00941232985288777,0.355,0.03654837049142657,0.0014701910722630933
midres,CDM subsample,0.29,N/A,36,36.5,1.2911057294592875e-06,4.925875600487579e-08,0.73,0.039158849390194095,0.0015430748350380814,1.095,1.4460195610997089,0.009376896264403417,0.365,0.028943497375360852,0.0013266230271366637
