simulation,tracer sample,redshift,mass Msol/h,Halo mass function,error
highres,subhalos,0.67,5.08022E+13,4.45E-05,1.83E-06
highres,subhalos,0.67,5.70562E+13,3.88E-05,1.71E-06
highres,subhalos,0.67,6.408E+13,3.26E-05,1.57E-06
highres,subhalos,0.67,7.19686E+13,2.66E-05,1.42E-06
highres,subhalos,0.67,8.08282E+13,2.19E-05,1.29E-06
highres,subhalos,0.67,9.07785E+13,1.79E-05,1.16E-06
highres,subhalos,0.67,1.01954E+14,1.31E-05,9.95E-07
highres,subhalos,0.67,1.14505E+14,8.32E-06,7.94E-07
highres,subhalos,0.67,1.28601E+14,8.93E-06,8.22E-07
highres,subhalos,0.67,1.44432E+14,7.19E-06,7.37E-07
highres,subhalos,0.67,1.62212E+14,4.92E-06,6.10E-07
highres,subhalos,0.67,1.82181E+14,4.39E-06,5.76E-07
highres,subhalos,0.67,2.04609E+14,2.35E-06,4.21E-07
highres,subhalos,0.67,2.29797E+14,9.84E-07,2.73E-07
highres,subhalos,0.67,2.58086E+14,1.29E-06,3.12E-07
highres,subhalos,0.67,2.89858E+14,1.36E-06,3.21E-07
highres,subhalos,0.67,3.25541E+14,5.30E-07,2.00E-07
highres,subhalos,0.67,3.65616E+14,9.08E-07,2.62E-07
highres,subhalos,0.67,4.10625E+14,3.78E-07,1.69E-07
highres,subhalos,0.67,4.61175E+14,3.03E-07,1.51E-07
highres,subhalos,0.67,5.17947E+14,2.27E-07,1.31E-07
highres,subhalos,0.67,5.81709E+14,0,0
highres,subhalos,0.67,6.5332E+14,0,0
highres,subhalos,0.67,7.33747E+14,0,0
highres,subhalos,0.67,8.24074E+14,0,0
highres,subhalos,0.67,9.25522E+14,0,0
highres,subhalos,0.67,1.03946E+15,0,0
highres,subhalos,0.67,1.16742E+15,0,0
highres,subhalos,0.67,1.31113E+15,0,0
highres,subhalos,0.67,1.47254E+15,0,0
highres,subhalos,0.67,1.65382E+15,0,0
highres,subhalos,0.67,1.85741E+15,0,0
highres,subhalos,0.67,2.08606E+15,0,0
highres,subhalos,0.67,2.34287E+15,0,0
highres,subhalos,0.67,2.63129E+15,0,0
highres,subhalos,0.67,2.95521E+15,0,0
highres,subhalos,0.67,3.31901E+15,0,0
highres,subhalos,0.67,3.72759E+15,0,0
highres,subhalos,0.67,4.18648E+15,0,0
highres,subhalos,0.67,4.70185E+15,0,0
highres,subhalos,0.67,5.28067E+15,0,0
highres,subhalos,0.67,5.93074E+15,0,0
highres,subhalos,0.67,6.66085E+15,0,0
highres,subhalos,0.67,7.48083E+15,0,0
highres,subhalos,0.67,8.40175E+15,0,0
highres,subhalos,0.67,9.43604E+15,0,0
highres,subhalos,0.9,10597662487,0.001876474,1.19E-05
highres,subhalos,0.9,11902282448,0.002124027,1.27E-05
highres,subhalos,0.9,13367506999,0.008835587,2.59E-05
highres,subhalos,0.9,15013107289,0.023395849,4.21E-05
highres,subhalos,0.9,16861288383,0.022585399,4.13E-05
highres,subhalos,0.9,18936988890,0.035813094,5.21E-05
highres,subhalos,0.9,21268217473,0.043092468,5.71E-05
highres,subhalos,0.9,23886430790,0.115771288,9.36E-05
highres,subhalos,0.9,26826957953,0.169255556,0.000113162
highres,subhalos,0.9,30129477247,0.155876772,0.000108597
highres,subhalos,0.9,33838551534,0.137129814,0.000101858
highres,subhalos,0.9,38004229564,0.125508796,9.74E-05
highres,subhalos,0.9,42682721312,0.113326167,9.26E-05
highres,subhalos,0.9,47937156456,0.103017818,8.83E-05
highres,subhalos,0.9,53838436220,0.092052151,8.35E-05
highres,subhalos,0.9,60466190091,0.083822435,7.96E-05
highres,subhalos,0.9,67909850300,0.076482534,7.61E-05
highres,subhalos,0.9,76269858590,0.071164824,7.34E-05
highres,subhalos,0.9,85659021537,0.06806579,7.18E-05
highres,subhalos,0.9,96204032711,0.066236981,7.08E-05
highres,subhalos,0.9,1.08047E+11,0.063377783,6.92E-05
highres,subhalos,0.9,1.21348E+11,0.059589806,6.71E-05
highres,subhalos,0.9,1.36287E+11,0.054608246,6.43E-05
highres,subhalos,0.9,1.53064E+11,0.048691626,6.07E-05
highres,subhalos,0.9,1.71907E+11,0.042828951,5.69E-05
highres,subhalos,0.9,1.9307E+11,0.03721625,5.31E-05
highres,subhalos,0.9,2.16838E+11,0.032472256,4.96E-05
highres,subhalos,0.9,2.43531E+11,0.028383916,4.63E-05
highres,subhalos,0.9,2.73511E+11,0.02517253,4.36E-05
highres,subhalos,0.9,3.07181E+11,0.022807304,4.15E-05
highres,subhalos,0.9,3.44997E+11,0.020437993,3.93E-05
highres,subhalos,0.9,3.87468E+11,0.018239518,3.71E-05
highres,subhalos,0.9,4.35167E+11,0.016264235,3.51E-05
highres,subhalos,0.9,4.88737E+11,0.014390409,3.30E-05
highres,subhalos,0.9,5.48903E+11,0.012663815,3.10E-05
highres,subhalos,0.9,6.16476E+11,0.011109266,2.90E-05
highres,subhalos,0.9,6.92367E+11,0.009651333,2.70E-05
highres,subhalos,0.9,7.776E+11,0.008394651,2.52E-05
highres,subhalos,0.9,8.73326E+11,0.007245253,2.34E-05
highres,subhalos,0.9,9.80837E+11,0.006296045,2.18E-05
highres,subhalos,0.9,1.10158E+12,0.005434072,2.03E-05
highres,subhalos,0.9,1.23719E+12,0.004688536,1.88E-05
highres,subhalos,0.9,1.3895E+12,0.004050965,1.75E-05
highres,subhalos,0.9,1.56055E+12,0.003561457,1.64E-05
highres,subhalos,0.9,1.75266E+12,0.003055984,1.52E-05
highres,subhalos,0.9,1.96842E+12,0.002618151,1.41E-05
highres,subhalos,0.9,2.21074E+12,0.002306212,1.32E-05
highres,subhalos,0.9,2.48289E+12,0.002022721,1.24E-05
highres,subhalos,0.9,2.78855E+12,0.001748687,1.15E-05
highres,subhalos,0.9,3.13183E+12,0.001522696,1.07E-05
highres,subhalos,0.9,3.51737E+12,0.001328633,1.00E-05
highres,subhalos,0.9,3.95038E+12,0.001145313,9.31E-06
highres,subhalos,0.9,4.43669E+12,0.00099498,8.68E-06
highres,subhalos,0.9,4.98286E+12,0.000867345,8.10E-06
highres,subhalos,0.9,5.59628E+12,0.000758473,7.58E-06
highres,subhalos,0.9,6.2852E+12,0.000656486,7.05E-06
highres,subhalos,0.9,7.05894E+12,0.000572203,6.58E-06
highres,subhalos,0.9,7.92793E+12,0.000476949,6.01E-06
highres,subhalos,0.9,8.90389E+12,0.000420357,5.64E-06
highres,subhalos,0.9,1E+13,0.000356804,5.20E-06
highres,subhalos,0.9,1.1231E+13,0.000311258,4.85E-06
highres,subhalos,0.9,1.26136E+13,0.0002673,4.50E-06
highres,subhalos,0.9,1.41664E+13,0.000225991,4.13E-06
highres,subhalos,0.9,1.59104E+13,0.000181353,3.70E-06
highres,subhalos,0.9,1.7869E+13,0.000161908,3.50E-06
highres,subhalos,0.9,2.00688E+13,0.000136412,3.21E-06
highres,subhalos,0.9,2.25393E+13,0.000115984,2.96E-06
highres,subhalos,0.9,2.5314E+13,9.99E-05,2.75E-06
highres,subhalos,0.9,2.84303E+13,7.57E-05,2.39E-06
highres,subhalos,0.9,3.19302E+13,6.68E-05,2.25E-06
highres,subhalos,0.9,3.5861E+13,5.49E-05,2.04E-06
highres,subhalos,0.9,4.02756E+13,4.46E-05,1.84E-06
highres,subhalos,0.9,4.52337E+13,3.53E-05,1.63E-06
highres,subhalos,0.9,5.08022E+13,2.93E-05,1.49E-06
highres,subhalos,0.9,5.70562E+13,2.42E-05,1.35E-06
highres,subhalos,0.9,6.408E+13,2.07E-05,1.25E-06
highres,subhalos,0.9,7.19686E+13,1.57E-05,1.09E-06
highres,subhalos,0.9,8.08282E+13,1.20E-05,9.54E-07
highres,subhalos,0.9,9.07785E+13,8.63E-06,8.08E-07
highres,subhalos,0.9,1.01954E+14,7.49E-06,7.53E-07
highres,subhalos,0.9,1.14505E+14,5.67E-06,6.55E-07
highres,subhalos,0.9,1.28601E+14,4.01E-06,5.51E-07
highres,subhalos,0.9,1.44432E+14,2.65E-06,4.48E-07
highres,subhalos,0.9,1.62212E+14,2.42E-06,4.28E-07
highres,subhalos,0.9,1.82181E+14,1.21E-06,3.03E-07
highres,subhalos,0.9,2.04609E+14,1.36E-06,3.21E-07
highres,subhalos,0.9,2.29797E+14,9.84E-07,2.73E-07
highres,subhalos,0.9,2.58086E+14,3.78E-07,1.69E-07
highres,subhalos,0.9,2.89858E+14,3.03E-07,1.51E-07
highres,subhalos,0.9,3.25541E+14,3.78E-07,1.69E-07
highres,subhalos,0.9,3.65616E+14,1.51E-07,1.07E-07
highres,subhalos,0.9,4.10625E+14,1.51E-07,1.07E-07
highres,subhalos,0.9,4.61175E+14,0,0
highres,subhalos,0.9,5.17947E+14,0,0
highres,subhalos,0.9,5.81709E+14,0,0
highres,subhalos,0.9,6.5332E+14,0,0
highres,subhalos,0.9,7.33747E+14,0,0
highres,subhalos,0.9,8.24074E+14,0,0
highres,subhalos,0.9,9.25522E+14,0,0
highres,subhalos,0.9,1.03946E+15,0,0
highres,subhalos,0.9,1.16742E+15,0,0
highres,subhalos,0.9,1.31113E+15,0,0
highres,subhalos,0.9,1.47254E+15,0,0
highres,subhalos,0.9,1.65382E+15,0,0
highres,subhalos,0.9,1.85741E+15,0,0
highres,subhalos,0.9,2.08606E+15,0,0
highres,subhalos,0.9,2.34287E+15,0,0
highres,subhalos,0.9,2.63129E+15,0,0
highres,subhalos,0.9,2.95521E+15,0,0
highres,subhalos,0.9,3.31901E+15,0,0
highres,subhalos,0.9,3.72759E+15,0,0
highres,subhalos,0.9,4.18648E+15,0,0
highres,subhalos,0.9,4.70185E+15,0,0
highres,subhalos,0.9,5.28067E+15,0,0
highres,subhalos,0.9,5.93074E+15,0,0
highres,subhalos,0.9,6.66085E+15,0,0
highres,subhalos,0.9,7.48083E+15,0,0
highres,subhalos,0.9,8.40175E+15,0,0
highres,subhalos,0.9,9.43604E+15,0,0
highres,subhalos,1.18,10597662487,0.001840914,1.18E-05
highres,subhalos,1.18,11902282448,0.002134695,1.27E-05
highres,subhalos,1.18,13367506999,0.007514974,2.38E-05
highres,subhalos,1.18,15013107289,0.019350559,3.83E-05
highres,subhalos,1.18,16861288383,0.020438069,3.93E-05
highres,subhalos,1.18,18936988890,0.031618227,4.89E-05
highres,subhalos,1.18,21268217473,0.039340958,5.46E-05
highres,subhalos,1.18,23886430790,0.108297926,9.05E-05
highres,subhalos,1.18,26826957953,0.16865937,0.000112962
highres,subhalos,1.18,30129477247,0.157908042,0.000109302
highres,subhalos,1.18,33838551534,0.137863169,0.00010213
highres,subhalos,1.18,38004229564,0.126325299,9.78E-05
highres,subhalos,1.18,42682721312,0.113989992,9.29E-05
highres,subhalos,1.18,47937156456,0.10317496,8.84E-05
highres,subhalos,1.18,53838436220,0.092751535,8.38E-05
highres,subhalos,1.18,60466190091,0.084298779,7.99E-05
highres,subhalos,1.18,67909850300,0.077401251,7.65E-05
highres,subhalos,1.18,76269858590,0.071995173,7.38E-05
highres,subhalos,1.18,85659021537,0.068583065,7.20E-05
highres,subhalos,1.18,96204032711,0.065504459,7.04E-05
highres,subhalos,1.18,1.08047E+11,0.061968953,6.85E-05
highres,subhalos,1.18,1.21348E+11,0.057799129,6.61E-05
highres,subhalos,1.18,1.36287E+11,0.052836937,6.32E-05
highres,subhalos,1.18,1.53064E+11,0.047025255,5.96E-05
highres,subhalos,1.18,1.71907E+11,0.041124146,5.58E-05
highres,subhalos,1.18,1.9307E+11,0.035750903,5.20E-05
highres,subhalos,1.18,2.16838E+11,0.031089982,4.85E-05
highres,subhalos,1.18,2.43531E+11,0.027029786,4.52E-05
highres,subhalos,1.18,2.73511E+11,0.023911611,4.25E-05
highres,subhalos,1.18,3.07181E+11,0.021363747,4.02E-05
highres,subhalos,1.18,3.44997E+11,0.018942685,3.79E-05
highres,subhalos,1.18,3.87468E+11,0.016904152,3.58E-05
highres,subhalos,1.18,4.35167E+11,0.015028586,3.37E-05
highres,subhalos,1.18,4.88737E+11,0.013321889,3.17E-05
highres,subhalos,1.18,5.48903E+11,0.011721038,2.98E-05
highres,subhalos,1.18,6.16476E+11,0.01033778,2.80E-05
highres,subhalos,1.18,6.92367E+11,0.008979792,2.61E-05
highres,subhalos,1.18,7.776E+11,0.007781745,2.43E-05
highres,subhalos,1.18,8.73326E+11,0.006723968,2.26E-05
highres,subhalos,1.18,9.80837E+11,0.005805856,2.10E-05
highres,subhalos,1.18,1.10158E+12,0.004987613,1.94E-05
highres,subhalos,1.18,1.23719E+12,0.004332792,1.81E-05
highres,subhalos,1.18,1.3895E+12,0.003724273,1.68E-05
highres,subhalos,1.18,1.56055E+12,0.003197314,1.56E-05
highres,subhalos,1.18,1.75266E+12,0.002739885,1.44E-05
highres,subhalos,1.18,1.96842E+12,0.00235365,1.33E-05
highres,subhalos,1.18,2.21074E+12,0.002038534,1.24E-05
highres,subhalos,1.18,2.48289E+12,0.001760792,1.15E-05
highres,subhalos,1.18,2.78855E+12,0.00151793,1.07E-05
highres,subhalos,1.18,3.13183E+12,0.001307222,9.94E-06
highres,subhalos,1.18,3.51737E+12,0.00113858,9.28E-06
highres,subhalos,1.18,3.95038E+12,0.000957681,8.51E-06
highres,subhalos,1.18,4.43669E+12,0.000839957,7.97E-06
highres,subhalos,1.18,4.98286E+12,0.000705966,7.31E-06
highres,subhalos,1.18,5.59628E+12,0.000608519,6.79E-06
highres,subhalos,1.18,6.2852E+12,0.00052764,6.32E-06
highres,subhalos,1.18,7.05894E+12,0.000440104,5.77E-06
highres,subhalos,1.18,7.92793E+12,0.000372768,5.31E-06
highres,subhalos,1.18,8.90389E+12,0.000328356,4.98E-06
highres,subhalos,1.18,1E+13,0.000274639,4.56E-06
highres,subhalos,1.18,1.1231E+13,0.000220241,4.08E-06
highres,subhalos,1.18,1.26136E+13,0.000193836,3.83E-06
highres,subhalos,1.18,1.41664E+13,0.000152981,3.40E-06
highres,subhalos,1.18,1.59104E+13,0.000133688,3.18E-06
highres,subhalos,1.18,1.7869E+13,0.000114395,2.94E-06
highres,subhalos,1.18,2.00688E+13,9.12E-05,2.63E-06
highres,subhalos,1.18,2.25393E+13,7.48E-05,2.38E-06
highres,subhalos,1.18,2.5314E+13,6.15E-05,2.16E-06
highres,subhalos,1.18,2.84303E+13,5.12E-05,1.97E-06
highres,subhalos,1.18,3.19302E+13,3.82E-05,1.70E-06
highres,subhalos,1.18,3.5861E+13,3.20E-05,1.56E-06
highres,subhalos,1.18,4.02756E+13,2.54E-05,1.39E-06
highres,subhalos,1.18,4.52337E+13,1.89E-05,1.20E-06
highres,subhalos,1.18,5.08022E+13,1.58E-05,1.09E-06
highres,subhalos,1.18,5.70562E+13,1.13E-05,9.24E-07
highres,subhalos,1.18,6.408E+13,8.78E-06,8.15E-07
highres,subhalos,1.18,7.19686E+13,8.02E-06,7.79E-07
highres,subhalos,1.18,8.08282E+13,5.75E-06,6.60E-07
highres,subhalos,1.18,9.07785E+13,4.31E-06,5.71E-07
highres,subhalos,1.18,1.01954E+14,3.10E-06,4.84E-07
highres,subhalos,1.18,1.14505E+14,2.27E-06,4.14E-07
highres,subhalos,1.18,1.28601E+14,1.29E-06,3.12E-07
highres,subhalos,1.18,1.44432E+14,8.32E-07,2.51E-07
highres,subhalos,1.18,1.62212E+14,4.54E-07,1.85E-07
highres,subhalos,1.18,1.82181E+14,4.54E-07,1.85E-07
highres,subhalos,1.18,2.04609E+14,5.30E-07,2.00E-07
highres,subhalos,1.18,2.29797E+14,7.57E-08,7.57E-08
highres,subhalos,1.18,2.58086E+14,1.51E-07,1.07E-07
highres,subhalos,1.18,2.89858E+14,7.57E-08,7.57E-08
highres,subhalos,1.18,3.25541E+14,7.57E-08,7.57E-08
highres,subhalos,1.18,3.65616E+14,0,0
highres,subhalos,1.18,4.10625E+14,0,0
highres,subhalos,1.18,4.61175E+14,0,0
highres,subhalos,1.18,5.17947E+14,0,0
highres,subhalos,1.18,5.81709E+14,0,0
highres,subhalos,1.18,6.5332E+14,0,0
highres,subhalos,1.18,7.33747E+14,0,0
highres,subhalos,1.18,8.24074E+14,0,0
highres,subhalos,1.18,9.25522E+14,0,0
highres,subhalos,1.18,1.03946E+15,0,0
highres,subhalos,1.18,1.16742E+15,0,0
highres,subhalos,1.18,1.31113E+15,0,0
highres,subhalos,1.18,1.47254E+15,0,0
highres,subhalos,1.18,1.65382E+15,0,0
highres,subhalos,1.18,1.85741E+15,0,0
highres,subhalos,1.18,2.08606E+15,0,0
highres,subhalos,1.18,2.34287E+15,0,0
highres,subhalos,1.18,2.63129E+15,0,0
highres,subhalos,1.18,2.95521E+15,0,0
highres,subhalos,1.18,3.31901E+15,0,0
highres,subhalos,1.18,3.72759E+15,0,0
highres,subhalos,1.18,4.18648E+15,0,0
highres,subhalos,1.18,4.70185E+15,0,0
highres,subhalos,1.18,5.28067E+15,0,0
highres,subhalos,1.18,5.93074E+15,0,0
highres,subhalos,1.18,6.66085E+15,0,0
highres,subhalos,1.18,7.48083E+15,0,0
highres,subhalos,1.18,8.40175E+15,0,0
highres,subhalos,1.18,9.43604E+15,0,0
highres,subhalos,1.98,10597662487,0.001711993,1.14E-05
highres,subhalos,1.98,11902282448,0.0019513,1.22E-05
highres,subhalos,1.98,13367506999,0.003688335,1.67E-05
highres,subhalos,1.98,15013107289,0.008376342,2.52E-05
highres,subhalos,1.98,16861288383,0.012983924,3.13E-05
highres,subhalos,1.98,18936988890,0.020044874,3.89E-05
highres,subhalos,1.98,21268217473,0.028549229,4.65E-05
highres,subhalos,1.98,23886430790,0.084152531,7.98E-05
highres,subhalos,1.98,26826957953,0.157110303,0.000109026
highres,subhalos,1.98,30129477247,0.150564358,0.000106731
highres,subhalos,1.98,33838551534,0.130143085,9.92E-05
highres,subhalos,1.98,38004229564,0.118874937,9.48E-05
highres,subhalos,1.98,42682721312,0.106946747,9.00E-05
highres,subhalos,1.98,47937156456,0.096498657,8.54E-05
highres,subhalos,1.98,53838436220,0.086996446,8.11E-05
highres,subhalos,1.98,60466190091,0.078644995,7.71E-05
highres,subhalos,1.98,67909850300,0.071681872,7.36E-05
highres,subhalos,1.98,76269858590,0.065547811,7.04E-05
highres,subhalos,1.98,85659021537,0.061041157,6.80E-05
highres,subhalos,1.98,96204032711,0.056988376,6.57E-05
highres,subhalos,1.98,1.08047E+11,0.052662999,6.31E-05
highres,subhalos,1.98,1.21348E+11,0.048309931,6.05E-05
highres,subhalos,1.98,1.36287E+11,0.043409627,5.73E-05
highres,subhalos,1.98,1.53064E+11,0.038343859,5.39E-05
highres,subhalos,1.98,1.71907E+11,0.033515507,5.04E-05
highres,subhalos,1.98,1.9307E+11,0.029100399,4.69E-05
highres,subhalos,1.98,2.16838E+11,0.025109507,4.36E-05
highres,subhalos,1.98,2.43531E+11,0.021847732,4.07E-05
highres,subhalos,1.98,2.73511E+11,0.018935649,3.79E-05
highres,subhalos,1.98,3.07181E+11,0.016429775,3.53E-05
highres,subhalos,1.98,3.44997E+11,0.014378077,3.30E-05
highres,subhalos,1.98,3.87468E+11,0.012572193,3.08E-05
highres,subhalos,1.98,4.35167E+11,0.010964608,2.88E-05
highres,subhalos,1.98,4.88737E+11,0.009620919,2.70E-05
highres,subhalos,1.98,5.48903E+11,0.008365901,2.52E-05
highres,subhalos,1.98,6.16476E+11,0.007163542,2.33E-05
highres,subhalos,1.98,6.92367E+11,0.006243236,2.17E-05
highres,subhalos,1.98,7.776E+11,0.005379144,2.02E-05
highres,subhalos,1.98,8.73326E+11,0.004567786,1.86E-05
highres,subhalos,1.98,9.80837E+11,0.003906231,1.72E-05
highres,subhalos,1.98,1.10158E+12,0.003330851,1.59E-05
highres,subhalos,1.98,1.23719E+12,0.002831734,1.46E-05
highres,subhalos,1.98,1.3895E+12,0.002396397,1.35E-05
highres,subhalos,1.98,1.56055E+12,0.002045494,1.24E-05
highres,subhalos,1.98,1.75266E+12,0.001715776,1.14E-05
highres,subhalos,1.98,1.96842E+12,0.001434025,1.04E-05
highres,subhalos,1.98,2.21074E+12,0.001229143,9.64E-06
highres,subhalos,1.98,2.48289E+12,0.001017602,8.77E-06
highres,subhalos,1.98,2.78855E+12,0.000839579,7.97E-06
highres,subhalos,1.98,3.13183E+12,0.000719131,7.38E-06
highres,subhalos,1.98,3.51737E+12,0.000591647,6.69E-06
highres,subhalos,1.98,3.95038E+12,0.000488676,6.08E-06
highres,subhalos,1.98,4.43669E+12,0.00040462,5.53E-06
highres,subhalos,1.98,4.98286E+12,0.000332139,5.01E-06
highres,subhalos,1.98,5.59628E+12,0.000267376,4.50E-06
highres,subhalos,1.98,6.2852E+12,0.000228866,4.16E-06
highres,subhalos,1.98,7.05894E+12,0.00017651,3.65E-06
highres,subhalos,1.98,7.92793E+12,0.000145264,3.32E-06
highres,subhalos,1.98,8.90389E+12,0.000114773,2.95E-06
highres,subhalos,1.98,1E+13,9.04E-05,2.62E-06
highres,subhalos,1.98,1.1231E+13,7.32E-05,2.35E-06
highres,subhalos,1.98,1.26136E+13,5.49E-05,2.04E-06
highres,subhalos,1.98,1.41664E+13,4.24E-05,1.79E-06
highres,subhalos,1.98,1.59104E+13,3.12E-05,1.54E-06
highres,subhalos,1.98,1.7869E+13,2.57E-05,1.40E-06
highres,subhalos,1.98,2.00688E+13,1.80E-05,1.17E-06
highres,subhalos,1.98,2.25393E+13,1.38E-05,1.02E-06
highres,subhalos,1.98,2.5314E+13,1.18E-05,9.45E-07
highres,subhalos,1.98,2.84303E+13,7.49E-06,7.53E-07
highres,subhalos,1.98,3.19302E+13,6.36E-06,6.93E-07
highres,subhalos,1.98,3.5861E+13,4.54E-06,5.86E-07
highres,subhalos,1.98,4.02756E+13,2.27E-06,4.14E-07
highres,subhalos,1.98,4.52337E+13,1.89E-06,3.78E-07
highres,subhalos,1.98,5.08022E+13,1.44E-06,3.30E-07
highres,subhalos,1.98,5.70562E+13,8.32E-07,2.51E-07
highres,subhalos,1.98,6.408E+13,5.30E-07,2.00E-07
highres,subhalos,1.98,7.19686E+13,5.30E-07,2.00E-07
highres,subhalos,1.98,8.08282E+13,2.27E-07,1.31E-07
highres,subhalos,1.98,9.07785E+13,3.03E-07,1.51E-07
highres,subhalos,1.98,1.01954E+14,7.57E-08,7.57E-08
highres,subhalos,1.98,1.14505E+14,0,0
highres,subhalos,1.98,1.28601E+14,7.57E-08,7.57E-08
highres,subhalos,1.98,1.44432E+14,7.57E-08,7.57E-08
highres,subhalos,1.98,1.62212E+14,0,0
highres,subhalos,1.98,1.82181E+14,0,0
highres,subhalos,1.98,2.04609E+14,0,0
highres,subhalos,1.98,2.29797E+14,0,0
highres,subhalos,1.98,2.58086E+14,0,0
highres,subhalos,1.98,2.89858E+14,0,0
highres,subhalos,1.98,3.25541E+14,0,0
highres,subhalos,1.98,3.65616E+14,0,0
highres,subhalos,1.98,4.10625E+14,0,0
highres,subhalos,1.98,4.61175E+14,0,0
highres,subhalos,1.98,5.17947E+14,0,0
highres,subhalos,1.98,5.81709E+14,0,0
highres,subhalos,1.98,6.5332E+14,0,0
highres,subhalos,1.98,7.33747E+14,0,0
highres,subhalos,1.98,8.24074E+14,0,0
highres,subhalos,1.98,9.25522E+14,0,0
highres,subhalos,1.98,1.03946E+15,0,0
highres,subhalos,1.98,1.16742E+15,0,0
highres,subhalos,1.98,1.31113E+15,0,0
highres,subhalos,1.98,1.47254E+15,0,0
highres,subhalos,1.98,1.65382E+15,0,0
highres,subhalos,1.98,1.85741E+15,0,0
highres,subhalos,1.98,2.08606E+15,0,0
highres,subhalos,1.98,2.34287E+15,0,0
highres,subhalos,1.98,2.63129E+15,0,0
highres,subhalos,1.98,2.95521E+15,0,0
highres,subhalos,1.98,3.31901E+15,0,0
highres,subhalos,1.98,3.72759E+15,0,0
highres,subhalos,1.98,4.18648E+15,0,0
highres,subhalos,1.98,4.70185E+15,0,0
highres,subhalos,1.98,5.28067E+15,0,0
highres,subhalos,1.98,5.93074E+15,0,0
highres,subhalos,1.98,6.66085E+15,0,0
highres,subhalos,1.98,7.48083E+15,0,0
highres,subhalos,1.98,8.40175E+15,0,0
highres,subhalos,1.98,9.43604E+15,0,0
highres,subhalos,2.79,10597662487,0.001117093,9.19E-06
highres,subhalos,2.79,11902282448,0.001219837,9.61E-06
highres,subhalos,2.79,13367506999,0.001478134,1.06E-05
highres,subhalos,2.79,15013107289,0.002591897,1.40E-05
highres,subhalos,2.79,16861288383,0.006545793,2.23E-05
highres,subhalos,2.79,18936988890,0.0116161,2.96E-05
highres,subhalos,2.79,21268217473,0.018850761,3.78E-05
highres,subhalos,2.79,23886430790,0.061053867,6.80E-05
highres,subhalos,2.79,26826957953,0.132333389,0.00010006
highres,subhalos,2.79,30129477247,0.12713696,9.81E-05
highres,subhalos,2.79,33838551534,0.109059652,9.08E-05
highres,subhalos,2.79,38004229564,0.098975857,8.65E-05
highres,subhalos,2.79,42682721312,0.088351332,8.18E-05
highres,subhalos,2.79,47937156456,0.078857443,7.72E-05
highres,subhalos,2.79,53838436220,0.070675618,7.31E-05
highres,subhalos,2.79,60466190091,0.063021887,6.91E-05
highres,subhalos,2.79,67909850300,0.056768362,6.55E-05
highres,subhalos,2.79,76269858590,0.0512665,6.23E-05
highres,subhalos,2.79,85659021537,0.046470076,5.93E-05
highres,subhalos,2.79,96204032711,0.042463749,5.67E-05
highres,subhalos,2.79,1.08047E+11,0.038444863,5.39E-05
highres,subhalos,2.79,1.21348E+11,0.034301822,5.09E-05
highres,subhalos,2.79,1.36287E+11,0.030393246,4.80E-05
highres,subhalos,2.79,1.53064E+11,0.026596265,4.49E-05
highres,subhalos,2.79,1.71907E+11,0.023209276,4.19E-05
highres,subhalos,2.79,1.9307E+11,0.020064015,3.90E-05
highres,subhalos,2.79,2.16838E+11,0.017260502,3.61E-05
highres,subhalos,2.79,2.43531E+11,0.014720128,3.34E-05
highres,subhalos,2.79,2.73511E+11,0.012592847,3.09E-05
highres,subhalos,2.79,3.07181E+11,0.01077289,2.85E-05
highres,subhalos,2.79,3.44997E+11,0.009179378,2.64E-05
highres,subhalos,2.79,3.87468E+11,0.007793774,2.43E-05
highres,subhalos,2.79,4.35167E+11,0.006636431,2.24E-05
highres,subhalos,2.79,4.88737E+11,0.005626395,2.06E-05
highres,subhalos,2.79,5.48903E+11,0.004804369,1.91E-05
highres,subhalos,2.79,6.16476E+11,0.004007083,1.74E-05
highres,subhalos,2.79,6.92367E+11,0.003416496,1.61E-05
highres,subhalos,2.79,7.776E+11,0.002879625,1.48E-05
highres,subhalos,2.79,8.73326E+11,0.00235138,1.33E-05
highres,subhalos,2.79,9.80837E+11,0.001956217,1.22E-05
highres,subhalos,2.79,1.10158E+12,0.001644657,1.12E-05
highres,subhalos,2.79,1.23719E+12,0.001339149,1.01E-05
highres,subhalos,2.79,1.3895E+12,0.00109606,9.11E-06
highres,subhalos,2.79,1.56055E+12,0.00088346,8.18E-06
highres,subhalos,2.79,1.75266E+12,0.000723216,7.40E-06
highres,subhalos,2.79,1.96842E+12,0.000580147,6.63E-06
highres,subhalos,2.79,2.21074E+12,0.000462801,5.92E-06
highres,subhalos,2.79,2.48289E+12,0.000382376,5.38E-06
highres,subhalos,2.79,2.78855E+12,0.000301119,4.77E-06
highres,subhalos,2.79,3.13183E+12,0.000241425,4.27E-06
highres,subhalos,2.79,3.51737E+12,0.000176737,3.66E-06
highres,subhalos,2.79,3.95038E+12,0.000149803,3.37E-06
highres,subhalos,2.79,4.43669E+12,0.000110991,2.90E-06
highres,subhalos,2.79,4.98286E+12,8.72E-05,2.57E-06
highres,subhalos,2.79,5.59628E+12,6.38E-05,2.20E-06
highres,subhalos,2.79,6.2852E+12,5.03E-05,1.95E-06
highres,subhalos,2.79,7.05894E+12,3.71E-05,1.68E-06
