simulation,tracer sample,redshift,mass cut,bin property,bin range,bin index,void count,scaled radius,profile values,profile errors
highres,subhalo voids,0.25,10^11 M_sol / h,radius,"[8.0, 11.0]",0,9102.0,0.05,-0.8439822765480456,0.013253856078085258
highres,subhalo voids,0.25,10^11 M_sol / h,radius,"[8.0, 11.0]",0,9102.0,0.15000000000000002,-0.8384342448291434,0.0054157972427734255
highres,subhalo voids,0.25,10^11 M_sol / h,radius,"[8.0, 11.0]",0,9102.0,0.25,-0.8176429956082767,0.003932875034096978
highres,subhalo voids,0.25,10^11 M_sol / h,radius,"[8.0, 11.0]",0,9102.0,0.35000000000000003,-0.7732446169208282,0.003754013439115733
highres,subhalo voids,0.25,10^11 M_sol / h,radius,"[8.0, 11.0]",0,9102.0,0.45,-0.6755514465941299,0.0042258531719095264
highres,subhalo voids,0.25,10^11 M_sol / h,radius,"[8.0, 11.0]",0,9102.0,0.55,-0.4935553718744259,0.004924489635252293
highres,subhalo voids,0.25,10^11 M_sol / h,radius,"[8.0, 11.0]",0,9102.0,0.6500000000000001,-0.2291397309369615,0.005873323094138664
highres,subhalo voids,0.25,10^11 M_sol / h,radius,"[8.0, 11.0]",0,9102.0,0.75,0.0685698406351325,0.006697768878088704
highres,subhalo voids,0.25,10^11 M_sol / h,radius,"[8.0, 11.0]",0,9102.0,0.8500000000000001,0.3219195874706302,0.007450380428492852
highres,subhalo voids,0.25,10^11 M_sol / h,radius,"[8.0, 11.0]",0,9102.0,0.95,0.460780253729294,0.007732329341224703
highres,subhalo voids,0.25,10^11 M_sol / h,radius,"[8.0, 11.0]",0,9102.0,1.05,0.5000400562137919,0.007225829842170483
highres,subhalo voids,0.25,10^11 M_sol / h,radius,"[8.0, 11.0]",0,9102.0,1.1500000000000001,0.475278122912848,0.006518703275086246
highres,subhalo voids,0.25,10^11 M_sol / h,radius,"[8.0, 11.0]",0,9102.0,1.25,0.4238536684639731,0.005877362245419811
