simulation,tracer sample,redshift,mass cut,void radius,x_data_units,x_data,y_data
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],5.5545,-0.830712460166346
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],7.1415,-0.7792323968234889
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],8.7285,-0.7556492488225228
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],10.315500000000002,-0.8027200323198362
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],11.9025,-0.7739159897014456
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],13.489500000000001,-0.7936174255161605
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],15.0765,-0.7734920223480334
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],16.6635,-0.7539960523867448
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],18.250500000000002,-0.7231061360428638
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],19.8375,-0.5993407905855943
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],21.424500000000002,-0.48012941606476844
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],23.0115,-0.2480655273078065
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],24.598499999999998,-0.3484425477969637
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],26.1855,-0.25978660596725367
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],27.772499999999997,-0.2489085800677464
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],29.3595,-0.30105839688153957
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],30.9465,-0.15020919092792462
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],32.5335,-0.06293775383354827
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],34.12050000000001,-0.008520593577713953
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],35.707499999999996,-0.13447148083600602
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],37.294500000000006,-0.07198348335606963
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],38.8815,-0.11540445696972124
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],40.46849999999999,-0.028028344781326098
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],42.0555,-0.019578484302732124
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],43.6425,-0.09868747247225407
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],45.22950000000001,-0.044004712219238185
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],46.8165,-0.08504331496569606
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],48.403499999999994,-0.03341121245606493
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],49.990500000000004,-0.03941404987940167
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],51.5775,-0.07349928400443917
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],53.164500000000004,-0.01785322356947594
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],54.7515,-0.10009521827743306
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],56.338499999999996,-0.026907819826325508
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],57.9255,-0.04501836610926624
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],59.512499999999996,-0.0477605978136284
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],61.099500000000006,0.15145600654788516
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],62.6865,0.10018456831778244
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],64.27350000000001,0.05187385653030874
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],65.8605,0.04228310232477517
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],67.44749999999999,0.05062458853600482
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],69.0345,0.052417127920064255
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],70.6215,0.034749784696245456
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],72.2085,-0.07270712663812051
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],73.7955,-0.09912514835862696
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],75.3825,-0.06415552131802416
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],76.96950000000001,0.014501820476843896
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],78.5565,-0.10067232282071292
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],80.1435,-0.064138165867063
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],81.7305,-0.09516905636717432
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],83.3175,-0.07742180575708069
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],84.9045,-0.03514283770190141
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],86.4915,-0.04530642416377806
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],88.0785,-0.05130372365086122
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],89.6655,-0.009701477263471259
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],91.2525,-0.04065729115177352
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],92.8395,-0.05176058663215921
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],94.4265,-0.06971308734656334
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],96.01350000000001,-0.08980159269968702
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],97.6005,-0.11107332144781612
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],99.1875,-0.06101536400279939
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],100.7745,-0.09118466339645293
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],102.36149999999999,-0.10986167391160306
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],103.94850000000001,-0.04626838155996216
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],105.5355,-0.0640658851472996
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],107.12249999999999,-0.12678393236086227
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],108.7095,-0.13253694953044637
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],110.2965,-0.11020536818652316
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],111.88350000000001,-0.08675043182294295
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],113.4705,-0.07127676804637917
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],115.05749999999999,-0.11062205311763385
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],116.64450000000001,-0.0692078666866891
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],118.2315,-0.08138812238724324
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],119.8185,-0.07924397202499
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],121.4055,-0.04984053773184438
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],122.99249999999999,-0.04587178781229917
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],124.5795,-0.01208857467745339
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],126.1665,-0.019227312304322508
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],127.7535,-0.018215428061835293
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],129.3405,-0.0370209083017059
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],130.92749999999998,-0.061067664768397534
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],132.51450000000003,-0.1369641581215938
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],134.1015,-0.10823337096846797
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],135.6885,-0.10262397264959744
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],137.2755,-0.10027334052134129
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],138.86249999999998,-0.06339931047846736
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],140.44950000000003,-0.08839088475944779
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],142.0365,-0.09717949749671895
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],143.6235,-0.049467102530407314
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],145.2105,-0.018271786107572963
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],146.79749999999999,-0.04872919959335642
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],148.3845,-0.06131392058756302
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],149.9715,-0.039798243231597086
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],151.5585,-0.026802060463375743
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],153.14550000000003,-0.003517077021330861
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],154.7325,-0.00949990440773274
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],156.3195,0.0026405980997141754
highres,CDM density around zmin voids,0.29,10^11 M_sol / h,31.74,r [Mpc/h],157.9065,-0.0026808837678389263
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],0.5195000000000001,-1.0
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],1.5585000000000002,-0.8405652501554602
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],2.5975,-0.8237826449086666
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],3.6365000000000007,-0.8190200136899819
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],4.6755,-0.6889715535819634
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],5.714500000000001,-0.7792441925229452
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],6.753500000000002,-0.6309148310685456
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],7.7925,-0.7688667827697501
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],8.831500000000002,-0.6759874438643223
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],9.8705,-0.6540677752450574
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],10.909500000000001,-0.6560833492779419
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],11.948500000000003,-0.6457898000934914
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],12.9875,-0.5930844444266217
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],14.026500000000002,-0.5429731485260729
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],15.065500000000002,-0.5702083843334985
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],16.1045,-0.298796682722559
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],17.143500000000003,-0.10661899046719348
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],18.1825,0.4973681457107979
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],19.221500000000002,0.4061927595830963
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],20.260500000000004,0.29014990825121667
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],21.2995,0.2691562402375014
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],22.338500000000003,-0.003848924186892755
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],23.3775,0.027876566970097327
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],24.416500000000006,0.17666116828537892
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],25.455500000000004,0.49652662194445063
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],26.4945,0.6074226188836991
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],27.533500000000004,0.32738698707779457
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],28.5725,0.2990172853133559
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],29.611500000000007,0.31388103452108584
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],30.650500000000005,0.1818688560862043
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],31.6895,0.11804260980198089
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],32.728500000000004,0.012574005814816713
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],33.7675,0.09209533445106377
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],34.80650000000001,0.1405716719647856
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],35.8455,0.22167825818990572
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],36.8845,0.05435241605735697
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],37.923500000000004,0.07080957207322269
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],38.962500000000006,0.19249181467036935
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],40.00150000000001,0.2580896799628385
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],41.0405,0.2502736161703456
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],42.07950000000001,0.2573346417327522
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],43.118500000000004,0.05772475129107657
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],44.1575,-0.07713788551878675
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],45.1965,-0.016851807678744057
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],46.2355,-0.13756024983100534
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],47.27450000000001,-0.14755930239293924
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],48.313500000000005,-0.08232238481648757
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],49.352500000000006,-0.13440285761755133
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],50.39150000000001,-0.05364846230861453
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],51.4305,-0.03881515319541595
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],52.46950000000001,-0.05608209858736346
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],53.508500000000005,0.060640825470768656
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],54.5475,0.2056614273223898
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],55.58650000000001,0.11370380807325908
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],56.6255,0.0684507862716206
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],57.66450000000001,0.22087233018603158
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],58.703500000000005,0.10998349648999928
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],59.74250000000001,0.05157175162107186
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],60.78150000000001,0.008102180813077453
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],61.8205,-0.07351912949296724
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],62.85950000000001,-0.01973981096857713
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],63.898500000000006,-0.033555921053392446
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],64.9375,-0.020521817982968482
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],65.97650000000002,-0.07142470858088212
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],67.0155,-0.003242200495179981
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],68.0545,-0.022605896843021056
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],69.0935,-0.015523167105253366
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],70.13250000000001,-0.051906196037491026
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],71.17150000000001,0.045007179363937944
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],72.21050000000001,0.006218000623315012
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],73.24950000000001,-0.008651811961877143
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],74.28850000000001,-0.064566997146709
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],75.3275,0.006130434810690533
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],76.36650000000002,0.028795343909547633
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],77.4055,0.04258319241023134
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],78.4445,0.05789492221857273
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],79.4835,0.050632956542346674
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],80.52250000000001,0.04772671061610079
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],81.56150000000001,0.03689938028391859
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],82.60050000000001,-0.005502519191316391
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],83.63950000000001,0.07086419243868147
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],84.67850000000001,0.021504130922952225
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],85.7175,-0.013056812498163484
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],86.75650000000002,-0.05272114351102952
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],87.7955,-0.056357064362532516
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],88.8345,-0.0013573153688926087
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],89.8735,-0.031174822992177886
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],90.91250000000001,-0.06145276694762636
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],91.95150000000002,-0.04829728993295079
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],92.9905,-0.0685165226822193
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],94.02950000000001,-0.06609559070143023
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],95.06850000000001,-0.07564407743315493
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],96.1075,-0.07426105980639663
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],97.14650000000002,-0.08582921735723259
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],98.1855,-0.06454155509077841
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],99.2245,0.003708790832633424
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],100.26350000000002,0.011697579507137235
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],101.30250000000001,-0.060761106029955436
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],102.34150000000002,-0.03172981878004333
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,20.78,r [Mpc/h],103.3805,-0.025993836738079534
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],0.47850000000000004,-1.0
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],1.4355000000000002,-0.7959701012552926
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],2.3925,-0.8496621798723208
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],3.3495000000000004,-0.7683984933168185
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],4.306500000000001,-0.8595203975856112
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],5.2635000000000005,-0.7802754936595461
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],6.220500000000001,-0.7301021811881034
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],7.1775,-0.7126679532470983
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],8.134500000000001,-0.8091333205291446
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],9.0915,-0.6890614458244863
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],10.0485,-0.5857761572312892
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],11.005500000000001,-0.3272666562800458
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],11.9625,-0.34527719059534046
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],12.919500000000001,-0.3524754950259381
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],13.876500000000002,-0.14895928130575176
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],14.8335,-0.20765087866133114
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],15.790500000000002,-0.02804851173267886
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],16.747500000000002,0.2728002279688888
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],17.704500000000003,0.3795361410742428
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],18.661500000000004,0.34058908929804943
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],19.618499999999997,0.17563936897624388
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],20.575500000000005,0.3540700922458755
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],21.5325,0.6566851686090995
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],22.489500000000007,0.25754819304749144
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],23.446500000000004,0.1387609895512536
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],24.403499999999998,-0.07689804396743594
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],25.360500000000005,0.02150517411386632
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],26.317500000000003,-0.12066620545416795
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],27.274500000000007,-0.090446934771236
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],28.231500000000004,-0.1510605821667902
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],29.188499999999998,-0.09272122059456778
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],30.145500000000006,-0.06593097413785176
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],31.1025,-0.011655735048911153
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],32.05950000000001,-0.09183365236503305
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],33.0165,-0.01733121576302632
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],33.9735,-0.15501079491050795
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],34.9305,0.027653220297335857
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],35.8875,-0.06772022090531804
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],36.844500000000004,-0.08051198544126803
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],37.801500000000004,-0.0001619638314757088
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],38.758500000000005,-0.0767864752391012
highres,CDM density around zmin voids,0.47,10^11 M_sol / h,19.14,r [Mpc/h],39.715500000000006,-0.0729216251735525
