simulation,tracer sample,redshift,mass cut,bin property,bin range,bin index,void count,scaled radius,profile values,profile errors
midres,CDM voids,0.00,N/A,radius,"[15.0, 20.0]",0,169172.0,0.05,-0.7013409037394127,0.005215306358815867
midres,CDM voids,0.00,N/A,radius,"[15.0, 20.0]",0,169172.0,0.15000000000000002,-0.7153043513278255,0.0018669648930148188
midres,CDM voids,0.00,N/A,radius,"[15.0, 20.0]",0,169172.0,0.25,-0.727033104647737,0.0011219799622303648
midres,CDM voids,0.00,N/A,radius,"[15.0, 20.0]",0,169172.0,0.35000000000000003,-0.7020301931076502,0.000943305354278177
midres,CDM voids,0.00,N/A,radius,"[15.0, 20.0]",0,169172.0,0.45,-0.6217628539465906,0.0009408972689269206
midres,CDM voids,0.00,N/A,radius,"[15.0, 20.0]",0,169172.0,0.55,-0.4710031419349232,0.0010199533298896153
midres,CDM voids,0.00,N/A,radius,"[15.0, 20.0]",0,169172.0,0.6500000000000001,-0.25923537784481876,0.0011431919737676741
midres,CDM voids,0.00,N/A,radius,"[15.0, 20.0]",0,169172.0,0.75,-0.03098917877849161,0.0012994080220769435
midres,CDM voids,0.00,N/A,radius,"[15.0, 20.0]",0,169172.0,0.8500000000000001,0.15186580897568658,0.0014201699425840575
midres,CDM voids,0.00,N/A,radius,"[15.0, 20.0]",0,169172.0,0.95,0.2581425001937343,0.0014375104269999171
midres,CDM voids,0.00,N/A,radius,"[15.0, 20.0]",0,169172.0,1.05,0.2905048474835332,0.0013677474386967652
midres,CDM voids,0.00,N/A,radius,"[15.0, 20.0]",0,169172.0,1.1500000000000001,0.275938454493329,0.0012637009934652781
midres,CDM voids,0.00,N/A,radius,"[15.0, 20.0]",0,169172.0,1.25,0.23459813653495543,0.001136546984775473
midres,CDM voids,0.00,N/A,radius,"[15.0, 20.0]",0,169172.0,1.35,0.18414292210313032,0.0010205522881044763
midres,CDM voids,0.00,N/A,radius,"[15.0, 20.0]",0,169172.0,1.4500000000000002,0.1385064495372088,0.0009251986948708233
midres,CDM voids,0.00,N/A,radius,"[15.0, 20.0]",0,169172.0,1.55,0.09889023056298907,0.000848623534315768
midres,CDM voids,0.00,N/A,radius,"[15.0, 20.0]",0,169172.0,1.6500000000000001,0.06870874869629007,0.0007810280006971005
midres,CDM voids,0.00,N/A,radius,"[15.0, 20.0]",0,169172.0,1.75,0.04630835412914358,0.00072768262098466
midres,CDM voids,0.00,N/A,radius,"[15.0, 20.0]",0,169172.0,1.85,0.02951907222108696,0.0006831801085375309
midres,CDM voids,0.00,N/A,radius,"[15.0, 20.0]",0,169172.0,1.9500000000000002,0.018686339224696313,0.0006423216721000958
midres,CDM voids,0.00,N/A,radius,"[15.0, 20.0]",0,169172.0,2.05,0.011525350254069089,0.0006121904605675788
midres,CDM voids,0.00,N/A,radius,"[15.0, 20.0]",0,169172.0,2.1500000000000004,0.007867965619714035,0.0005824598894209872
midres,CDM voids,0.00,N/A,radius,"[15.0, 20.0]",0,169172.0,2.25,0.006265543689363273,0.000558869078808775
midres,CDM voids,0.00,N/A,radius,"[15.0, 20.0]",0,169172.0,2.3500000000000005,0.004054634860564121,0.0005334537423421008
