simulation,tracer sample,redshift,mass cut,bin index,bin_center_radius,abundance_radius,error_radius,bin_center_core density,abundance_core density,error_core density,bin_center_compensation,abundance_compensation,error_compensation,bin_center_ellipticity,abundance_ellipticity,error_ellipticity
highres,subhalos,0.29,10^11 M_sol / h,39,39.5,,0.0,0.79,0.03793062057376063,0.006705249755580028,1.185,0.9660454927379658,0.03383909769133341,0.395,0.015409314608090252,0.004273774918401976
highres,subhalos,0.29,10^11 M_sol / h,40,40.5,,0.0,0.81,0.031598847677349634,0.0061970438813019925,1.2149999999999999,0.9686262153402942,0.03431050087903434,0.405,0.01336874324810946,0.004030827752052382
highres,subhalos,0.29,10^11 M_sol / h,41,41.5,,0.0,0.8300000000000001,0.017434881766894814,0.004659668153616592,1.245,0.990052214620093,0.035113533517265295,0.41500000000000004,0.008717440883447407,0.0032948829495012917
highres,subhalos,0.29,10^11 M_sol / h,42,42.5,,0.0,0.85,0.024231784899771916,0.005559152715774771,1.275,0.9488656823910686,0.034787103716354476,0.425,0.0038260712999639863,0.002208983294972909
highres,subhalos,0.29,10^11 M_sol / h,43,43.5,,0.0,0.87,0.026107310046813083,0.005837771997433728,1.305,0.9137558516384646,0.03453672489236299,0.435,0.006526827511703271,0.002918885998716864
highres,subhalos,0.29,10^11 M_sol / h,44,44.5,,0.0,0.89,0.025372104189172948,0.005820759902399466,1.335,0.8559746729084134,0.03380896687685516,0.445,0.008012243428159878,0.003270984682326591
highres,subhalos,0.29,10^11 M_sol / h,45,45.5,,0.0,0.91,0.020480734605689575,0.00528810293639531,1.3649999999999998,0.8424408834473643,0.033915392921079486,0.455,0.0068269115352298584,0.0030530876538302832
highres,subhalos,0.29,10^11 M_sol / h,46,46.5,,0.0,0.93,0.011163125675189045,0.003946760932081915,1.395,0.8330482535109823,0.03409439533750349,0.465,0.0013953907093986306,0.0013953907093986306
highres,subhalos,0.29,10^11 M_sol / h,47,47.5,,0.0,0.95,0.008552394670507783,0.0034915005036070547,1.4249999999999998,0.8024996999159756,0.03382132994784368,0.475,0.007126995558756485,0.0031872893089437194
highres,subhalos,0.29,10^11 M_sol / h,48,48.5,,0.0,0.97,0.018920297683351323,0.005247546418797362,1.455,0.7102388668827265,0.032151002840810336,0.485,0.001455407514103948,0.001455407514103948
highres,subhalos,0.29,10^11 M_sol / h,49,49.5,,0.0,0.99,0.005941663665826426,0.002970831832913213,1.4849999999999999,0.6624954987396464,0.031370071061582384,0.495,0.0014854159164566065,0.0014854159164566065
highres,subhalos,0.29,10^11 M_sol / h,50,50.5,,0.0,1.01,0.013638818869283387,0.004546272956427795,1.5150000000000001,0.7440733405353492,0.033579559783072144,0.505,0.0015154243188092653,0.0015154243188092653
highres,subhalos,0.29,10^11 M_sol / h,51,51.5,,0.0,1.03,0.00772716360580962,0.00345569261917054,1.545,0.7139899171768088,0.03321781721583663,0.515,0.001545432721161924,0.001545432721161924
highres,subhalos,0.29,10^11 M_sol / h,52,52.5,,0.0,1.05,0.004726323370543748,0.0027287440702606523,1.575,0.6380536550234107,0.031705141020545474,0.525,,0.0
highres,subhalos,0.29,10^11 M_sol / h,53,53.5,,0.0,1.07,0.009632697155203448,0.003932532146167925,1.605,0.5891999759932776,0.030755988394122497,0.535,0.004816348577601724,0.0027807201477894265
highres,subhalos,0.29,10^11 M_sol / h,54,54.5,,0.0,1.09,0.0016354579282199003,0.0016354579282199003,1.6349999999999998,0.5462429480254466,0.02988908429648569,0.545,,0.0
highres,subhalos,0.29,10^11 M_sol / h,55,55.5,,0.0,1.11,0.014989196975153031,0.004996398991717677,1.665,0.5496038890889444,0.030254698352972745,0.555,0.0016654663305725591,0.0016654663305725591
highres,subhalos,0.29,10^11 M_sol / h,56,56.5,,0.0,1.1300000000000001,0.013563797863401741,0.004795526723927489,1.6949999999999998,0.5544202376665461,0.03065950920001856,0.5650000000000001,0.0033909494658504354,0.0023977633619637444
highres,subhalos,0.29,10^11 M_sol / h,57,57.5,,0.0,1.15,0.005176449405833687,0.0029886244579045568,1.725,0.5452526707478089,0.03067285914029804,0.575,0.0034509662705557906,0.0024402016515560495
highres,subhalos,0.29,10^11 M_sol / h,58,58.5,,0.0,1.17,0.008777457688152674,0.003925398412067506,1.755,0.49855959668707195,0.029584069243237098,0.585,0.0017554915376305348,0.0017554915376305348
highres,subhalos,0.29,10^11 M_sol / h,59,59.5,,0.0,1.19,0.003570999879966387,0.00252507823074058,1.785,0.49458348337534835,0.029716641463721466,0.595,,0.0
highres,subhalos,0.29,10^11 M_sol / h,60,,,,,,,1.815,0.5137888608810462,0.030541577613619995,0.605,0.0018155083423358523,0.0018155083423358523
highres,subhalos,0.29,10^11 M_sol / h,61,,,,,,,1.8449999999999998,0.40970471732084945,0.027497580187963822,0.615,,0.0
highres,subhalos,0.29,10^11 M_sol / h,62,,,,,,,1.875,0.4163665826431397,0.027944695312971366,0.625,0.0018755251470411699,0.0018755251470411699
highres,subhalos,0.29,10^11 M_sol / h,63,,,,,,,1.9049999999999998,0.4573280518545188,0.02952039880976723,0.635,,0.0
highres,subhalos,0.29,10^11 M_sol / h,64,,,,,,,1.935,0.3987216420597764,0.027780253153561144,0.645,0.0019355419517464872,0.0019355419517464872
highres,subhalos,0.29,10^11 M_sol / h,65,,,,,,,1.9649999999999999,0.4108000240067215,0.028415631836197996,0.655,,0.0
highres,subhalos,0.29,10^11 M_sol / h,66,,,,,,,1.9949999999999999,0.38713839875165296,0.02779491718979564,0.665,,0.0
highres,subhalos,0.29,10^11 M_sol / h,67,,,,,,,2.025,0.3301674468851251,0.02586071030186181,0.675,,0.0
highres,subhalos,0.29,10^11 M_sol / h,68,,,,,,,2.0549999999999997,0.3309476653462991,0.02608232989799537,0.685,,0.0
highres,subhalos,0.29,10^11 M_sol / h,69,,,,,,,2.085,0.2711259152562695,0.02377931582174692,0.6950000000000001,,0.0
highres,subhalos,0.29,10^11 M_sol / h,70,,,,,,,2.115,0.2411775297083199,0.02258834523971349,,,
highres,subhalos,0.29,10^11 M_sol / h,71,,,,,,,2.145,0.2767824990997456,0.024369340218744224,,,
highres,subhalos,0.29,10^11 M_sol / h,72,,,,,,,2.175,0.23714139959188726,0.022714026584324205,,,
highres,subhalos,0.29,10^11 M_sol / h,73,,,,,,,2.205,0.2646741087504519,0.02416132995836633,,,
highres,subhalos,0.29,10^11 M_sol / h,74,,,,,,,2.235,0.24591885728003635,0.023447443040654076,,,
highres,subhalos,0.29,10^11 M_sol / h,75,,,,,,,2.2649999999999997,0.21750090025207197,0.02219859267556489,,,
highres,subhalos,0.29,10^11 M_sol / h,76,,,,,,,2.295,0.18594706517824838,0.02066078501980537,,,
highres,subhalos,0.29,10^11 M_sol / h,77,,,,,,,2.325,0.23721642059776896,0.023487925600860226,,,
highres,subhalos,0.29,10^11 M_sol / h,78,,,,,,,2.355,0.2332102988836855,0.023438516928600713,,,
highres,subhalos,0.29,10^11 M_sol / h,79,,,,,,,2.385,0.2147101188332747,0.022632433739952086,,,
highres,subhalos,0.29,10^11 M_sol / h,80,,,,,,,2.415,0.16668167086784408,0.02006611514118681,,,
highres,subhalos,0.29,10^11 M_sol / h,81,,,,,,,2.445,0.21522026167326672,0.022942556981491197,,,
highres,subhalos,0.29,10^11 M_sol / h,82,,,,,,,2.4749999999999996,0.16092005761613354,0.019959676636497257,,,
highres,subhalos,0.29,10^11 M_sol / h,83,,,,,,,2.505,0.17790481334773586,0.021113416938549397,,,
highres,subhalos,0.29,10^11 M_sol / h,84,,,,,,,2.535,0.1851068299123767,0.02166511572678358,,,
highres,subhalos,0.29,10^11 M_sol / h,85,,,,,,,2.565,0.12315448325531048,0.017775818514840686,,,
highres,subhalos,0.29,10^11 M_sol / h,86,,,,,,,2.5949999999999998,0.16872224222782486,0.020927418534024397,,,
highres,subhalos,0.29,10^11 M_sol / h,87,,,,,,,2.625,0.15491837714560178,0.020168654811502446,,,
highres,subhalos,0.29,10^11 M_sol / h,88,,,,,,,2.655,0.14341015484335493,0.01951565018331918,,,
highres,subhalos,0.29,10^11 M_sol / h,89,,,,,,,2.6849999999999996,0.14503060857040065,0.019736166004599914,,,
highres,subhalos,0.29,10^11 M_sol / h,90,,,,,,,2.715,0.14121954147161087,0.019583626841284858,,,
highres,subhalos,0.29,10^11 M_sol / h,91,,,,,,,2.745,0.14277997839395123,0.01980002050803968,,,
highres,subhalos,0.29,10^11 M_sol / h,92,,,,,,,2.775,0.11935842035769915,0.018201988461707178,,,
highres,subhalos,0.29,10^11 M_sol / h,93,,,,,,,2.8049999999999997,0.10381406793902359,0.01706692763722504,,,
highres,subhalos,0.29,10^11 M_sol / h,94,,,,,,,2.835,0.09641699675909174,0.016535378527874095,,,
highres,subhalos,0.29,10^11 M_sol / h,95,,,,,,,2.865,0.10316888728844144,0.017194814548073572,,,
highres,subhalos,0.29,10^11 M_sol / h,96,,,,,,,2.8949999999999996,0.1361031088704846,0.019852678818230253,,,
highres,subhalos,0.29,10^11 M_sol / h,97,,,,,,,2.925,0.08484875765214189,0.015756018746117203,,,
highres,subhalos,0.29,10^11 M_sol / h,98,,,,,,,2.955,0.08276317368863337,0.015640769663897724,,,
highres,subhalos,0.29,10^11 M_sol / h,99,,,,,,,2.985,0.09554675309086465,0.016890439257726778,,,
highres,subhalos,0.47,10^11 M_sol / h,0,0.5,,0.0,0.01,7.319572536963841e-05,3.273412351778349e-05,0.015,,0.0,0.005,,0.0
highres,subhalos,0.47,10^11 M_sol / h,1,1.5,3.4332275390625004e-08,1.401609273595721e-08,0.03,0.013790074659639877,0.0007782189348559223,0.045,,0.0,0.015,8.78348704435661e-05,6.210863251528744e-05
highres,subhalos,0.47,10^11 M_sol / h,2,2.5,1.5640258789062501e-06,1.2212990259996126e-07,0.05,0.11359976577367885,0.0028835771634595536,0.075,,0.0,0.025,0.0013175230566534917,0.0003105431625764372
highres,subhalos,0.47,10^11 M_sol / h,3,3.5,8.958816528320313e-06,3.458512761265577e-07,0.07,0.28334065290587024,0.00538841854931602,0.105,,0.0,0.035,0.008607817303469475,0.0009391898657499891
highres,subhalos,0.47,10^11 M_sol / h,4,4.5,2.5577545166015625e-05,6.626218093512307e-07,0.09,0.4611330698287219,0.0077945715192353285,0.135,,0.0,0.045,0.023320158102766792,0.0017528504210342646
highres,subhalos,0.47,10^11 M_sol / h,5,5.5,5.0857543945312496e-05,1.0329732503967505e-06,0.11,0.5848631239935591,0.00970468223724275,0.16499999999999998,,0.0,0.055,0.05990338164251211,0.003105845655714319
highres,subhalos,0.47,10^11 M_sol / h,6,6.5,7.302284240722656e-05,1.3456003278030149e-06,0.13,0.6344898257941731,0.010988587347813,0.195,,0.0,0.065,0.12826818913775426,0.004940706040542031
highres,subhalos,0.47,10^11 M_sol / h,7,7.5,9.252548217773437e-05,1.6270142221198575e-06,0.15000000000000002,0.6427316644707953,0.011880051817939382,0.22499999999999998,0.00021958717610891525,0.00021958717610891525,0.07500000000000001,0.2156346069389549,0.006881176818617658
highres,subhalos,0.47,10^11 M_sol / h,8,8.5,0.00010823440551757813,1.873363998688682e-06,0.16999999999999998,0.6166886253842778,0.012388401926459496,0.255,0.0007465963987703112,0.0004310476318060443,0.08499999999999999,0.37528912311521023,0.009664186598217226
highres,subhalos,0.47,10^11 M_sol / h,9,9.5,0.00011651039123535155,2.0548218349026635e-06,0.19,0.5802078758600493,0.01270358996847989,0.28500000000000003,0.0011125750256185051,0.0005562875128092526,0.095,0.5056653491436095,0.011859496603754316
highres,subhalos,0.47,10^11 M_sol / h,10,10.5,0.00011491584777832032,2.145431492291898e-06,0.21000000000000002,0.5542819499341242,0.013053677313916127,0.31499999999999995,0.002151954325867371,0.0008133622827163877,0.10500000000000001,0.6800175669740891,0.014458644200989718
highres,subhalos,0.47,10^11 M_sol / h,11,11.5,0.00011427879333496094,2.239039639045879e-06,0.22999999999999998,0.48282828282828294,0.012750233150681141,0.345,0.004713804713804709,0.0012598173019440868,0.11499999999999999,0.8754208754208758,0.017168415870682782
highres,subhalos,0.47,10^11 M_sol / h,12,12.5,0.00010938644409179688,2.2838459043174833e-06,0.25,0.44356609574000844,0.012741103195380762,0.375,0.008783487044356603,0.0017929217850850357,0.125,0.9658175962523781,0.018800760560739732
highres,subhalos,0.47,10^11 M_sol / h,13,13.5,0.00010052490234375,2.2752742573856814e-06,0.27,0.40039525691699573,0.012580103132679474,0.405,0.010671936758893292,0.0020538151868405683,0.135,1.0596837944664024,0.02046576042055274
highres,subhalos,0.47,10^11 M_sol / h,14,14.5,8.933067321777344e-05,2.2228714280124413e-06,0.29000000000000004,0.35363782755087175,0.012252824505934514,0.43499999999999994,0.025896647635778095,0.003315725964006634,0.14500000000000002,1.0783194261455151,0.02139590056403286
highres,subhalos,0.47,10^11 M_sol / h,15,15.5,7.645225524902343e-05,2.126135988187108e-06,0.31,0.3380910554823595,0.012386697876815728,0.46499999999999997,0.04538134972917577,0.004538134972917577,0.155,1.0945981554677198,0.02228774140782132
highres,subhalos,0.47,10^11 M_sol / h,16,16.5,6.816673278808593e-05,2.0713727118409843e-06,0.33,0.27777777777777757,0.011584134114281922,0.495,0.059903381642512014,0.0053794824761642665,0.165,1.0400966183574871,0.022415667165449606
highres,subhalos,0.47,10^11 M_sol / h,17,17.5,5.6476593017578124e-05,1.9417052651547033e-06,0.35,0.2859025032938081,0.01210321807599534,0.525,0.09939979505196887,0.007136489382249213,0.175,0.9939979505196915,0.022567560945515583
highres,subhalos,0.47,10^11 M_sol / h,18,18.5,4.248428344726563e-05,1.7315301262521972e-06,0.37,0.24969989752598426,0.011629683655139849,0.5549999999999999,0.1451617625530673,0.008867165936445074,0.185,0.9765920070267888,0.02299933621975695
highres,subhalos,0.47,10^11 M_sol / h,19,19.5,3.369712829589844e-05,1.5832291974981647e-06,0.39,0.19354413702239773,0.010511874585585656,0.585,0.1935441370223977,0.010511874585585654,0.195,0.8141414141414135,0.02155956949060074
highres,subhalos,0.47,10^11 M_sol / h,20,20.5,2.588462829589844e-05,1.4227478434468657e-06,0.41000000000000003,0.2112721417069247,0.0112608429894751,0.615,0.2532864880690965,0.012329793323834564,0.20500000000000002,0.7166447079490572,0.020739664888596465
highres,subhalos,0.47,10^11 M_sol / h,21,21.5,1.9109725952148438e-05,1.2519197720839905e-06,0.43,0.17625530669008913,0.010533269255150116,0.645,0.3178890352803405,0.014145876406565725,0.215,0.6231884057971009,0.019806227699304558
highres,subhalos,0.47,10^11 M_sol / h,22,22.5,1.4333724975585939e-05,1.1091769394863204e-06,0.45,0.1488801054018444,0.00990335729800586,0.6749999999999999,0.39393939393939353,0.016109379790036193,0.225,0.5447957839262183,0.018944405592290374
highres,subhalos,0.47,10^11 M_sol / h,23,23.5,1.0578155517578124e-05,9.737981473663522e-07,0.47,0.1403601229688189,0.009827174239247975,0.705,0.46855511638120284,0.017955071072548505,0.235,0.4265846874542535,0.01713205331885438
highres,subhalos,0.47,10^11 M_sol / h,24,24.5,7.3833465576171875e-06,8.306913880318906e-07,0.49,0.13413848631239922,0.009809177605441212,0.735,0.5408578539013317,0.019696881296136802,0.245,0.3816132337871465,0.016545031975958677
highres,subhalos,0.47,10^11 M_sol / h,25,25.5,5.058288574218749e-06,7.014584161707437e-07,0.51,0.11198945981554669,0.009143901103933684,0.765,0.6323671497584534,0.02172839240970918,0.255,0.31581027667984163,0.01535522110761761
highres,subhalos,0.47,10^11 M_sol / h,26,26.5,2.83050537109375e-06,5.349152354676183e-07,0.53,0.11405357927097048,0.009406980670590733,0.7949999999999999,0.7153564631825521,0.023559010449027022,0.265,0.25215927389840415,0.013987279871145605
highres,subhalos,0.47,10^11 M_sol / h,27,27.5,1.8882751464843748e-06,4.4507072027504093e-07,0.55,0.09017713365539445,0.008520938199885954,0.825,0.8212560386473422,0.025714524030066497,0.275,0.21095008051529773,0.013032539497776677
highres,subhalos,0.47,10^11 M_sol / h,28,28.5,1.30462646484375e-06,3.766132203347244e-07,0.5700000000000001,0.07760210803689102,0.00804696374435077,0.855,0.8511198945981547,0.026649597631159826,0.28500000000000003,0.19025032938076508,0.012599635860355287
highres,subhalos,0.47,10^11 M_sol / h,29,29.5,6.75201416015625e-07,2.7564982380715845e-07,0.59,0.0794612794612794,0.00828441106354707,0.885,0.9189869711608868,0.028173353224643774,0.295,0.1338749817010685,0.01075309729587666
highres,subhalos,0.47,10^11 M_sol / h,30,30.5,8.144378662109375e-07,3.078285789011765e-07,0.61,0.08215488215488209,0.00856523855722663,0.9149999999999999,0.957282974674278,0.029237682276926892,0.305,0.10358659054311219,0.009617773480755511
highres,subhalos,0.47,10^11 M_sol / h,31,31.5,1.201629638671875e-07,1.201629638671875e-07,0.63,0.07285902503293801,0.008197280753782486,0.945,0.944400527009222,0.029512516469038186,0.315,0.08208168642951245,0.008700641360262999
highres,subhalos,0.47,10^11 M_sol / h,32,32.5,1.239776611328125e-07,1.239776611328125e-07,0.65,0.06565656565656561,0.007904121667247466,0.975,0.9800907626994573,0.030538498750762054,0.325,0.0647050212267603,0.00784663638311075
highres,subhalos,0.47,10^11 M_sol / h,33,33.5,2.55584716796875e-07,1.8072568641471363e-07,0.67,0.04707949055775139,0.006795339136707051,1.005,1.0033816425120763,0.031370997940131866,0.335,0.05394524959742347,0.007273975971825633
highres,subhalos,0.47,10^11 M_sol / h,34,34.5,1.316070556640625e-07,1.316070556640625e-07,0.6900000000000001,0.04949494949494945,0.007070707070707066,1.0350000000000001,1.0404040404040396,0.03241779098157819,0.34500000000000003,0.05252525252525249,0.0072839419706343155
highres,subhalos,0.47,10^11 M_sol / h,35,35.5,,0.0,0.71,0.03741765480895933,0.006236275801493222,1.065,1.0528912311520997,0.03308101194149047,0.355,0.029102620406968368,0.005499878292653692
highres,subhalos,0.47,10^11 M_sol / h,36,36.5,,0.0,0.73,0.032059727711901596,0.005853278685093996,1.095,1.0462157809983965,0.0334372013714781,0.365,0.027785097350314716,0.005449105906781919
highres,subhalos,0.47,10^11 M_sol / h,37,37.5,,0.0,0.75,0.040623627580149285,0.006678483234846524,1.125,1.0232762406675442,0.03351852771733363,0.375,0.026350461133069804,0.005378765355255107
highres,subhalos,0.47,10^11 M_sol / h,38,38.5,,0.0,0.77,0.02818035426731076,0.0056360708534621525,1.1549999999999998,1.0190016103059572,0.03389148941984227,0.385,0.021417069243156183,0.004913412657775312
highres,subhalos,0.47,10^11 M_sol / h,39,39.5,,0.0,0.79,0.02775581906016686,0.005665632840868713,1.185,0.9934270238618056,0.033895292645014605,0.395,0.01387790953008343,0.004006207401491471
highres,subhalos,0.47,10^11 M_sol / h,40,40.5,,0.0,0.81,0.03913043478260867,0.006811734363483823,1.2149999999999999,1.016205533596837,0.03471291976672988,0.405,0.014229249011857695,0.004107630373681128
highres,subhalos,0.47,10^11 M_sol / h,41,41.5,,0.0,0.8300000000000001,0.023085931781584065,0.005296275981757834,1.245,0.9987703118137892,0.03483611501996807,0.41500000000000004,0.009720392329088027,0.0034366776658459213
highres,subhalos,0.47,10^11 M_sol / h,42,42.5,,0.0,0.85,0.01866490996925778,0.004819259031293078,1.275,0.9046259698433602,0.03355072009458597,0.425,0.0037329819938515555,0.0021552381590302216
highres,subhalos,0.47,10^11 M_sol / h,43,43.5,,0.0,0.87,0.016556873078612196,0.004592050372791198,1.305,0.9017127799736553,0.03388844147332934,0.435,0.00509442248572683,0.002547211242863415
highres,subhalos,0.47,10^11 M_sol / h,44,44.5,,0.0,0.89,0.011725955204216064,0.003908651734738688,1.335,0.9367735324257055,0.034935757673063395,0.445,0.0052115356463182504,0.0026057678231591252
highres,subhalos,0.47,10^11 M_sol / h,45,45.5,,0.0,0.91,0.011989459815546761,0.003996486605182254,1.3649999999999998,0.8805592153418231,0.034249783985612674,0.455,0.009325135412091927,0.003524569891771008
highres,subhalos,0.47,10^11 M_sol / h,46,46.5,,0.0,0.93,0.02450592885375492,0.005776102823921726,1.395,0.8182257356170393,0.03337612392060332,0.465,0.0013614404918752734,0.0013614404918752734
highres,subhalos,0.47,10^11 M_sol / h,47,47.5,,0.0,0.95,0.01112575025618509,0.0039335467259682235,1.4249999999999998,0.7287366417801192,0.03183500800804159,0.475,0.0027814375640462727,0.0019667733629841117
highres,subhalos,0.47,10^11 M_sol / h,48,48.5,,0.0,0.97,0.01845996193822279,0.005119872254721221,1.455,0.7327184892402279,0.032256132896655014,0.485,0.001419997072170984,0.001419997072170984
highres,subhalos,0.47,10^11 M_sol / h,49,49.5,,0.0,0.99,0.01739130434782607,0.005020437123388045,1.4849999999999999,0.7449275362318833,0.03285734506885398,0.495,0.0043478260869565175,0.0025102185616940227
highres,subhalos,0.47,10^11 M_sol / h,50,50.5,,0.0,1.01,0.017742643829600335,0.005121860095577703,1.5150000000000001,0.70231298492168,0.0322243297685264,0.505,,0.0
highres,subhalos,0.47,10^11 M_sol / h,51,51.5,,0.0,1.03,0.01055482359830185,0.003989348339037514,1.545,0.6920948616600784,0.03230422170135761,0.515,0.00150783194261455,0.00150783194261455
highres,subhalos,0.47,10^11 M_sol / h,52,52.5,,0.0,1.05,0.004611330698287216,0.002662353019978509,1.575,0.6056214317083922,0.030510766949704733,0.525,0.0015371102327624054,0.0015371102327624054
highres,subhalos,0.47,10^11 M_sol / h,53,53.5,,0.0,1.07,0.009398331137461564,0.0038368526200819766,1.605,0.6657151222368607,0.03229192665357117,0.535,0.0015663885229102608,0.0015663885229102608
highres,subhalos,0.47,10^11 M_sol / h,54,54.5,,0.0,1.09,0.006382667252232465,0.0031913336261162324,1.6349999999999998,0.5872053872053866,0.03061019681107222,0.545,,0.0
highres,subhalos,0.47,10^11 M_sol / h,55,55.5,,0.0,1.11,0.004874835309617914,0.0028144874782629952,1.665,0.5752305665349138,0.030573159671602557,0.555,,0.0
highres,subhalos,0.47,10^11 M_sol / h,56,56.5,,0.0,1.1300000000000001,0.013233787146830616,0.004678850316151651,1.6949999999999998,0.5458937198067627,0.030050460255864397,0.5650000000000001,0.001654223393353827,0.001654223393353827
highres,subhalos,0.47,10^11 M_sol / h,57,57.5,,0.0,1.15,0.008417508417508502,0.0037644242045451392,1.725,0.4966329966329962,0.02891509097191524,0.575,,0.0
highres,subhalos,0.47,10^11 M_sol / h,58,58.5,,0.0,1.17,0.008563899868247685,0.003829892451580664,1.755,0.5241106719367583,0.029961412898414554,0.585,0.0034255599472990746,0.002422236668096208
highres,subhalos,0.47,10^11 M_sol / h,59,59.5,,0.0,1.19,0.008710291318986962,0.0038953606986162313,1.785,0.4407407407407436,0.02770913296369271,0.595,,0.0
highres,subhalos,0.47,10^11 M_sol / h,60,,,,,,,1.815,0.513687600644122,0.030164774561222258,0.605,0.0017713365539452478,0.0017713365539452478
highres,subhalos,0.47,10^11 M_sol / h,61,,,,,,,1.8449999999999998,0.435748792270531,0.02801099326439461,0.615,0.0018006148440931032,0.0018006148440931032
highres,subhalos,0.47,10^11 M_sol / h,62,,,,,,,1.875,0.41538574147269763,0.027570119992166867,0.625,,0.0
highres,subhalos,0.47,10^11 M_sol / h,63,,,,,,,1.9049999999999998,0.4201727419118719,0.027949475041038757,0.635,,0.0
highres,subhalos,0.47,10^11 M_sol / h,64,,,,,,,1.935,0.36258234519104054,0.026167126824931632,0.645,,0.0
highres,subhalos,0.47,10^11 M_sol / h,65,,,,,,,1.9649999999999999,0.36820377689942874,0.02657281871369026,0.655,,0.0
highres,subhalos,0.47,10^11 M_sol / h,66,,,,,,,1.9949999999999999,0.36993119601815494,0.026837629688596272,0.665,,0.0
highres,subhalos,0.47,10^11 M_sol / h,67,,,,,,,2.025,0.34189723320157817,0.02599396529242252,0.675,,0.0
highres,subhalos,0.47,10^11 M_sol / h,68,,,,,,,2.0549999999999997,0.32289562289562496,0.025447740053309843,0.685,,0.0
highres,subhalos,0.47,10^11 M_sol / h,69,,,,,,,2.085,0.3174352217830453,0.025415158008413704,0.6950000000000001,,0.0
highres,subhalos,0.47,10^11 M_sol / h,70,,,,,,,2.115,0.33645147123408214,0.026352913075791747,,,
highres,subhalos,0.47,10^11 M_sol / h,71,,,,,,,2.145,0.2888888888888865,0.024591855333030307,,,
highres,subhalos,0.47,10^11 M_sol / h,72,,,,,,,2.175,0.28868394085785576,0.024754443705242983,,,
highres,subhalos,0.47,10^11 M_sol / h,73,,,,,,,2.205,0.26899429073342296,0.02405958078557102,,,
highres,subhalos,0.47,10^11 M_sol / h,74,,,,,,,2.235,0.29664763577806813,0.025437324910904478,,,
highres,subhalos,0.47,10^11 M_sol / h,75,,,,,,,2.2649999999999997,0.24315619967794036,0.023184033973604728,,,
highres,subhalos,0.47,10^11 M_sol / h,76,,,,,,,2.295,0.27101449275362094,0.024637681159420083,,,
highres,subhalos,0.47,10^11 M_sol / h,77,,,,,,,2.325,0.2087542087542101,0.021764130760166193,,,
highres,subhalos,0.47,10^11 M_sol / h,78,,,,,,,2.355,0.2367296149904826,0.023325662065868325,,,
highres,subhalos,0.47,10^11 M_sol / h,79,,,,,,,2.385,0.2141414141414155,0.02232578574752532,,,
highres,subhalos,0.47,10^11 M_sol / h,80,,,,,,,2.415,0.1885521885521898,0.021080775545452703,,,
highres,subhalos,0.47,10^11 M_sol / h,81,,,,,,,2.445,0.18373590982286483,0.020938650199749727,,,
highres,subhalos,0.47,10^11 M_sol / h,82,,,,,,,2.4749999999999996,0.1425120772946869,0.018553492144610283,,,
highres,subhalos,0.47,10^11 M_sol / h,83,,,,,,,2.505,0.17113160591421317,0.02045413913500065,,,
highres,subhalos,0.47,10^11 M_sol / h,84,,,,,,,2.535,0.15091494656712146,0.01932267889369394,,,
highres,subhalos,0.47,10^11 M_sol / h,85,,,,,,,2.565,0.17272727272727129,0.02079392007845087,,,
highres,subhalos,0.47,10^11 M_sol / h,86,,,,,,,2.5949999999999998,0.13422632118284378,0.018437403174433285,,,
highres,subhalos,0.47,10^11 M_sol / h,87,,,,,,,2.625,0.13577807056068014,0.018650552344079915,,,
highres,subhalos,0.47,10^11 M_sol / h,88,,,,,,,2.655,0.15287659200702552,0.01990283702785437,,,
highres,subhalos,0.47,10^11 M_sol / h,89,,,,,,,2.6849999999999996,0.13102034841165358,0.018529075367060874,,,
highres,subhalos,0.47,10^11 M_sol / h,90,,,,,,,2.715,0.11658615136875909,0.01757602362917061,,,
highres,subhalos,0.47,10^11 M_sol / h,91,,,,,,,2.745,0.14734299516908309,0.01986772541558359,,,
highres,subhalos,0.47,10^11 M_sol / h,92,,,,,,,2.775,0.11103791538574055,0.01734120895805983,,,
highres,subhalos,0.47,10^11 M_sol / h,93,,,,,,,2.8049999999999997,0.10676328502415527,0.017095807725084292,,,
highres,subhalos,0.47,10^11 M_sol / h,94,,,,,,,2.835,0.10790513833992006,0.017278650588453924,,,
highres,subhalos,0.47,10^11 M_sol / h,95,,,,,,,2.865,0.12861952861952947,0.018963914899384197,,,
highres,subhalos,0.47,10^11 M_sol / h,96,,,,,,,2.8949999999999996,0.08476064997804182,0.015475106660591091,,,
highres,subhalos,0.47,10^11 M_sol / h,97,,,,,,,2.925,0.0770750988142286,0.014833109682737298,,,
highres,subhalos,0.47,10^11 M_sol / h,98,,,,,,,2.955,0.1153564631825509,0.01823945832391084,,,
highres,subhalos,0.47,10^11 M_sol / h,99,,,,,,,2.985,0.08739569609134754,0.015956198059365708,,,
highres,subhalos,0.67,10^11 M_sol / h,0,0.5,,0.0,0.01,4.3790506218251886e-05,2.5282460553057703e-05,0.015,,0.0,0.005,,0.0
highres,subhalos,0.67,10^11 M_sol / h,1,1.5,2.86102294921875e-08,1.2794883599280109e-08,0.03,0.011210369591872483,0.0007006480994920302,0.045,,0.0,0.015,0.00013137151865475564,7.58473816591731e-05
