simulation,tracer sample,redshift,mass cut,bin index,bin_center_radius,abundance_radius,error_radius,bin_center_core density,abundance_core density,error_core density,bin_center_compensation,abundance_compensation,error_compensation,bin_center_ellipticity,abundance_ellipticity,error_ellipticity
highres,subhalos,0.25,10^11 M_sol / h,52,52.5,,0.0,1.05,0.0047362723281409716,0.0027344881036075654,1.575,0.6330817345281811,0.03161459315304319,0.525,0.0047362723281409716,0.0027344881036075654
highres,subhalos,0.25,10^11 M_sol / h,53,53.5,,0.0,1.07,0.012870632104408482,0.004550455619592261,1.605,0.5759607866722795,0.03044047345193691,0.535,,0.0
highres,subhalos,0.25,10^11 M_sol / h,54,54.5,,0.0,1.09,0.0016389005833884632,0.0016389005833884632,1.6349999999999998,0.570337403019185,0.030573293943185174,0.545,,0.0
highres,subhalos,0.25,10^11 M_sol / h,55,55.5,,0.0,1.11,0.005006916461177598,0.002890744566670855,1.665,0.6141817525711187,0.03201643706547852,0.555,0.0033379443074517327,0.0023602830550221547
highres,subhalos,0.25,10^11 M_sol / h,56,56.5,,0.0,1.1300000000000001,0.006796174896253077,0.0033980874481265386,1.6949999999999998,0.5402959042521195,0.030298289807456996,0.5650000000000001,,0.0
highres,subhalos,0.25,10^11 M_sol / h,57,57.5,,0.0,1.15,0.01383292235520553,0.004890676600496409,1.725,0.4962560894929929,0.02929307075541591,0.575,0.0017291152944006911,0.0017291152944006911
highres,subhalos,0.25,10^11 M_sol / h,58,58.5,,0.0,1.17,0.010555121188428449,0.0043091101808148125,1.755,0.5277560594214225,0.030470010297341445,0.585,,0.0
highres,subhalos,0.25,10^11 M_sol / h,59,59.5,,0.0,1.19,0.007157033740301912,0.003578516870150956,1.785,0.4848890359054581,0.02945491126398896,0.595,,0.0
highres,subhalos,0.25,10^11 M_sol / h,60,,,,,,,1.815,0.4675678113911104,0.029166078735906167,0.605,,0.0
highres,subhalos,0.25,10^11 M_sol / h,61,,,,,,,1.8449999999999998,0.4031695435135619,0.02730608703326978,0.615,0.001849401575750284,0.001849401575750284
highres,subhalos,0.25,10^11 M_sol / h,62,,,,,,,1.875,0.4416761893306065,0.028811777749962183,0.625,,0.0
highres,subhalos,0.25,10^11 M_sol / h,63,,,,,,,1.9049999999999998,0.38954712215071835,0.027273753846903864,0.635,0.0019095447164250903,0.0019095447164250903
highres,subhalos,0.25,10^11 M_sol / h,64,,,,,,,1.935,0.3704667107716362,0.026806030402056837,0.645,,0.0
highres,subhalos,0.25,10^11 M_sol / h,65,,,,,,,1.9649999999999999,0.33484693570698226,0.025681587631008185,0.655,,0.0
highres,subhalos,0.25,10^11 M_sol / h,66,,,,,,,1.9949999999999999,0.39195284777771344,0.027996631984122392,0.665,,0.0
highres,subhalos,0.25,10^11 M_sol / h,67,,,,,,,2.025,0.32680279064172457,0.025755668009272134,0.675,0.002029830997774702,0.002029830997774702
highres,subhalos,0.25,10^11 M_sol / h,68,,,,,,,2.0549999999999997,0.33576411860227556,0.02629907546262282,0.685,,0.0
highres,subhalos,0.25,10^11 M_sol / h,69,,,,,,,2.085,0.3030462500751764,0.025166621255369507,0.6950000000000001,,0.0
highres,subhalos,0.25,10^11 M_sol / h,70,,,,,,,2.115,0.30316653635653057,0.02535205937296729,,,
highres,subhalos,0.25,10^11 M_sol / h,71,,,,,,,2.145,0.23651290070367278,0.022550620269490954,,,
highres,subhalos,0.25,10^11 M_sol / h,72,,,,,,,2.175,0.26598303963433145,0.024080972927950972,,,
highres,subhalos,0.25,10^11 M_sol / h,73,,,,,,,2.205,0.2652312503758964,0.024212189797696505,,,
highres,subhalos,0.25,10^11 M_sol / h,74,,,,,,,2.235,0.3136464786191109,0.026507965588555824,,,
highres,subhalos,0.25,10^11 M_sol / h,75,,,,,,,2.2649999999999997,0.20206591688218087,0.021418944351665303,,,
highres,subhalos,0.25,10^11 M_sol / h,76,,,,,,,2.295,0.20704276177301806,0.021824223341812624,,,
highres,subhalos,0.25,10^11 M_sol / h,77,,,,,,,2.325,0.2540295904252137,0.024331621893323302,,,
highres,subhalos,0.25,10^11 M_sol / h,78,,,,,,,2.355,0.23842244542009786,0.023723920017380867,,,
highres,subhalos,0.25,10^11 M_sol / h,79,,,,,,,2.385,0.19603656702953154,0.021648617263545115,,,
highres,subhalos,0.25,10^11 M_sol / h,80,,,,,,,2.415,0.24449690262825685,0.0243283511006266,,,
highres,subhalos,0.25,10^11 M_sol / h,81,,,,,,,2.445,0.18136164070487606,0.021082862490646784,,,
highres,subhalos,0.25,10^11 M_sol / h,82,,,,,,,2.4749999999999996,0.1612587959343247,0.020001691953889296,,,
highres,subhalos,0.25,10^11 M_sol / h,83,,,,,,,2.505,0.1431256390208685,0.018957454000875153,,,
highres,subhalos,0.25,10^11 M_sol / h,84,,,,,,,2.535,0.19311962470680344,0.022152340213459396,,,
highres,subhalos,0.25,10^11 M_sol / h,85,,,,,,,2.565,0.1542671558308762,0.019915804179992266,,,
highres,subhalos,0.25,10^11 M_sol / h,86,,,,,,,2.5949999999999998,0.1430654958801958,0.019290947529132706,,,
highres,subhalos,0.25,10^11 M_sol / h,87,,,,,,,2.625,0.16050700667588966,0.020550816342149416,,,
highres,subhalos,0.25,10^11 M_sol / h,88,,,,,,,2.655,0.13306669874300725,0.018818473006257573,,,
highres,subhalos,0.25,10^11 M_sol / h,89,,,,,,,2.6849999999999996,0.17224995489264558,0.021531244361580697,,,
highres,subhalos,0.25,10^11 M_sol / h,90,,,,,,,2.715,0.15784567270102715,0.020726152224715164,,,
highres,subhalos,0.25,10^11 M_sol / h,91,,,,,,,2.745,0.0990557526914062,0.016509292115234366,,,
highres,subhalos,0.25,10^11 M_sol / h,92,,,,,,,2.775,0.11126481024839026,0.01759251119056791,,,
highres,subhalos,0.25,10^11 M_sol / h,93,,,,,,,2.8049999999999997,0.14901966680700163,0.020469425472055477,,,
highres,subhalos,0.25,10^11 M_sol / h,94,,,,,,,2.835,0.11651229927226703,0.018196164083641043,,,
highres,subhalos,0.25,10^11 M_sol / h,95,,,,,,,2.865,0.10051422385277024,0.016990004789980664,,,
highres,subhalos,0.25,10^11 M_sol / h,96,,,,,,,2.8949999999999996,0.10737054188969816,0.01765160835309382,,,
highres,subhalos,0.25,10^11 M_sol / h,97,,,,,,,2.925,0.09968725566849017,0.01709622330388561,,,
highres,subhalos,0.25,10^11 M_sol / h,98,,,,,,,2.955,0.07997534131232387,0.015391261611734125,,,
highres,subhalos,0.25,10^11 M_sol / h,99,,,,,,,2.985,0.07480303121428938,0.014960606242857877,,,
highres,subhalos,0.29,10^11 M_sol / h,0,0.5,,0.0,0.01,0.0001050294082343056,3.969738493375031e-05,0.015,,0.0,0.005,,0.0
highres,subhalos,0.29,10^11 M_sol / h,1,1.5,2.86102294921875e-08,1.2794883599280109e-08,0.03,0.015529348217500901,0.0008360720031061717,0.045,,0.0,0.015,4.501260352898812e-05,4.501260352898812e-05
highres,subhalos,0.29,10^11 M_sol / h,2,2.5,1.41143798828125e-06,1.1601948795887413e-07,0.05,0.12408474372824393,0.0030510592077275774,0.075,,0.0,0.025,0.0013503781058696437,0.0003182871719420902
highres,subhalos,0.29,10^11 M_sol / h,3,3.5,8.558273315429688e-06,3.3803147242815076e-07,0.07,0.3024846957148001,0.005636469514763604,0.105,,0.0,0.035,0.0072470291681670865,0.000872439788747247
highres,subhalos,0.29,10^11 M_sol / h,4,4.5,2.3895263671874998e-05,6.404602926467844e-07,0.09,0.473037450486136,0.00799236771171643,0.135,,0.0,0.045,0.020930860640979466,0.001681207183739926
highres,subhalos,0.29,10^11 M_sol / h,5,5.5,4.7605514526367194e-05,9.994015426785284e-07,0.11,0.585583963509783,0.009830992601739877,0.16499999999999998,,0.0,0.055,0.05809626695474736,0.0030965414330847286
highres,subhalos,0.29,10^11 M_sol / h,6,6.5,7.203102111816406e-05,1.336430883153948e-06,0.13,0.6358780458528382,0.011136918227527453,0.195,,0.0,0.065,0.12054375225063006,0.00484898084355205
highres,subhalos,0.29,10^11 M_sol / h,7,7.5,8.757591247558594e-05,1.5828982765529313e-06,0.15000000000000002,0.6540331292761976,0.012132545887597733,0.22499999999999998,,0.0,0.07500000000000001,0.22191213539791155,0.007067122104837771
highres,subhalos,0.29,10^11 M_sol / h,8,8.5,0.00010379219055175782,1.8345174233769669e-06,0.16999999999999998,0.6042641939743131,0.012414931574951708,0.255,0.0002550714199975991,0.0002550714199975991,0.08499999999999999,0.35505941663665835,0.009516591279708914
highres,subhalos,0.29,10^11 M_sol / h,9,9.5,0.00011458969116210937,2.037814349904491e-06,0.19,0.5610370903853075,0.012646752708064982,0.28500000000000003,0.0005701596447005168,0.000403163751126648,0.095,0.5137138398751646,0.012101630064188903
highres,subhalos,0.29,10^11 M_sol / h,10,10.5,0.00011054992675781249,2.1042818929125796e-06,0.21000000000000002,0.531553835073821,0.012941651912620639,0.31499999999999995,0.002520705797623336,0.0008912040814378532,0.10500000000000001,0.6922488296723087,0.014768867755996725
highres,subhalos,0.29,10^11 M_sol / h,11,11.5,0.00011261177062988282,2.222648837589632e-06,0.22999999999999998,0.5014253991117514,0.013154475054271886,0.345,0.005521546032889204,0.001380386508222301,0.11499999999999999,0.8199495858840479,0.01682146950905898
highres,subhalos,0.29,10^11 M_sol / h,12,12.5,0.00010695457458496093,2.2583160850934255e-06,0.25,0.4272446284959785,0.012659447418291765,0.375,0.012003360941063487,0.0021219144796139327,0.125,1.0030308486376176,0.019396956358552223
highres,subhalos,0.29,10^11 M_sol / h,13,13.5,0.00010232734680175781,2.295581838137101e-06,0.27,0.4043032048973709,0.012797994327546067,0.405,0.015799423838674845,0.0025299325704710857,0.135,1.0747659344616485,0.020866291382261995
highres,subhalos,0.29,10^11 M_sol / h,14,14.5,8.634376525878906e-05,2.1853929202614363e-06,0.29000000000000004,0.3441813707838201,0.012237680716670644,0.43499999999999994,0.02436682271035892,0.003256153649515196,0.14500000000000002,1.0930260472932443,0.02180824381815563
highres,subhalos,0.29,10^11 M_sol / h,15,15.5,7.79895782470703e-05,2.1474060581870314e-06,0.31,0.3204747329252188,0.012209114968209306,0.46499999999999997,0.04418737246428996,0.004533528758388513,0.155,1.0609620693794253,0.02221453439107225
highres,subhalos,0.29,10^11 M_sol / h,16,16.5,7.011795043945313e-05,2.100809234059124e-06,0.33,0.27282138998919675,0.011622581971314407,0.495,0.06436802304645295,0.005645449079983123,0.165,1.0694994598487568,0.02301196442651146
highres,subhalos,0.29,10^11 M_sol / h,17,17.5,5.60760498046875e-05,1.9348075337090697e-06,0.35,0.25102028567999085,0.011481400624439473,0.525,0.09662705557556107,0.007123441045774342,0.175,1.041366582643142,0.023385264156086685
highres,subhalos,0.29,10^11 M_sol / h,18,18.5,4.227256774902344e-05,1.72721029384329e-06,0.37,0.23871684071540009,0.011511948296619926,0.5549999999999999,0.1648811667266839,0.009567375671673914,0.185,0.9498709638698827,0.022963580649322333
highres,subhalos,0.29,10^11 M_sol / h,19,19.5,3.622627258300781e-05,1.6415691054112291e-06,0.39,0.21124414836154107,0.011118113071660057,0.585,0.1872524306805904,0.010467729098846683,0.195,0.8321029888368737,0.022066186465119035
highres,subhalos,0.29,10^11 M_sol / h,20,20.5,2.6744842529296875e-05,1.4461954543403322e-06,0.41000000000000003,0.16363581802904847,0.010033155738241283,0.615,0.25529648301524405,0.012532011467500855,0.20500000000000002,0.6969901572440298,0.020706738082702604
highres,subhalos,0.29,10^11 M_sol / h,21,21.5,1.8863677978515626e-05,1.2438340915459315e-06,0.43,0.1477463689833152,0.009763354877387564,0.645,0.33097767374865056,0.014613021278206842,0.215,0.6258252310646976,0.020094037168499855
highres,subhalos,0.29,10^11 M_sol / h,22,22.5,1.30462646484375e-05,1.0581917958587795e-06,0.45,0.1424648901692473,0.009807687508777864,0.6749999999999999,0.39633597407273996,0.016358536333614115,0.225,0.5030158444364418,0.018429074627236454
highres,subhalos,0.29,10^11 M_sol / h,23,23.5,1.1743545532226563e-05,1.0260383371089956e-06,0.47,0.1234095546753093,0.009328885459431339,0.705,0.5021005881646857,0.018817015094644614,0.235,0.4315808426359389,0.01744562157040245
highres,subhalos,0.29,10^11 M_sol / h,24,24.5,7.663726806640625e-06,8.463170466780347e-07,0.49,0.11983855479534258,0.009386480035490651,0.735,0.5315538350738203,0.019768699835784668,0.245,0.37054375225062985,0.01650533056823217
highres,subhalos,0.29,10^11 M_sol / h,25,25.5,3.7937164306640627e-06,6.074808081022612e-07,0.51,0.10483435361901323,0.008956603280619077,0.765,0.6687972632337048,0.022622404886982892,0.255,0.33669427439683086,0.016051269732528413
highres,subhalos,0.29,10^11 M_sol / h,26,26.5,3.942489624023438e-06,6.313035848905851e-07,0.53,0.09463149681910926,0.008674855090560742,0.7949999999999999,0.7594376425399133,0.02457482500417752,0.265,0.25765214259992775,0.01431400792221821
highres,subhalos,0.29,10^11 M_sol / h,27,27.5,1.8882751464843748e-06,4.4507072027504093e-07,0.55,0.09160064818149075,0.008694348763757355,0.825,0.7806685872044166,0.02538172510675887,0.275,0.22528808066258532,0.013635054919910666
highres,subhalos,0.29,10^11 M_sol / h,28,28.5,1.0871887207031251e-06,3.437992603866532e-07,0.5700000000000001,0.08466870723802704,0.008509525254332856,0.855,0.8227403673028441,0.026526214076894615,0.28500000000000003,0.19499459848757744,0.012913832757485139
highres,subhalos,0.29,10^11 M_sol / h,29,29.5,6.75201416015625e-07,2.7564982380715845e-07,0.59,0.04780338494778534,0.006505216727773108,0.885,0.8693134077541737,0.027740905573867304,0.295,0.13544292401872512,0.010949911411210017
highres,subhalos,0.29,10^11 M_sol / h,30,30.5,6.98089599609375e-07,2.8499388563112994e-07,0.61,0.07779678309926773,0.00843824588727142,0.9149999999999999,0.9564428039851148,0.0295869950303061,0.305,0.11989857160004791,0.010475586839482577
highres,subhalos,0.29,10^11 M_sol / h,31,31.5,4.8065185546875e-07,2.40325927734375e-07,0.63,0.07089485055815622,0.008186232210781958,0.945,0.9688962909614682,0.030263235727873983,0.315,0.10208858480374497,0.00982347865293835
highres,subhalos,0.29,10^11 M_sol / h,32,32.5,1.239776611328125e-07,1.239776611328125e-07,0.65,0.04973892689953183,0.006964842873833947,0.975,1.005506541831712,0.031315227261737785,0.325,0.06924438842876,0.008217797012010307
highres,subhalos,0.29,10^11 M_sol / h,33,33.5,1.277923583984375e-07,1.277923583984375e-07,0.67,0.05227463689833149,0.007249187836276769,1.005,1.0263923898691625,0.032121850188480364,0.335,0.06132217020765809,0.00785149934410253
highres,subhalos,0.29,10^11 M_sol / h,34,34.5,,0.0,0.6900000000000001,0.06211739287000355,0.008019320936511571,1.0350000000000001,1.0094076341375577,0.03232691617824159,0.34500000000000003,0.039341015484335586,0.006381955440596252
highres,subhalos,0.29,10^11 M_sol / h,35,35.5,,0.0,0.71,0.04687312447485318,0.00706638939248693,1.065,1.0354699315808418,0.0332127135408868,0.355,0.0330242467891011,0.005931329818763253
highres,subhalos,0.29,10^11 M_sol / h,36,36.5,1.392364501953125e-07,1.392364501953125e-07,0.73,0.04600288080662582,0.007098398616369184,1.095,1.1007832193014115,0.034723122264517,0.365,0.02847797383267312,0.0055849901646301894
highres,subhalos,0.29,10^11 M_sol / h,37,37.5,1.430511474609375e-07,1.430511474609375e-07,0.75,0.034884767734965766,0.006265489245172417,1.125,1.0127835794022317,0.03375945264674106,0.375,0.013503781058696422,0.003898205814658074
highres,subhalos,0.29,10^11 M_sol / h,38,38.5,,0.0,0.77,0.0323490577361661,0.006113397279797543,1.1549999999999998,0.9854909374624884,0.033742567030407115,0.385,0.024261793302124576,0.005294357347731355
